chr.names	query.population	reference.population	relative.distances.ks.p.value	relative.distances.ecdf.deviation.area	relative.distances.ecdf.area.correlation	relative.distances.ecdf.deviation.area.p.value	scaled.absolute.min.distance.sum.p.value	scaled.absolute.min.distance.sum.lower.tail	jaccard.measure.p.value	jaccard.measure.lower.tail	projection.test.p.value	projection.test.lower.tail	projection.test.obs.to.exp	lnc
awhole	2	3	0.7154300864106721	0.0913674078846418	0.33897728535978494	0.632	0.171	True	0.001	False	0.000161902380940382	False	0.0	ENSG00000278916
awhole	2	2	0.17015545865760098	0.16581117905914403	-0.656349578066608	0.125	0.0590000000000001	False	0.0	False	0.00024888661367816804	False	0.0	ENSG00000272145
chr11	1	1	0.715336178885278	0.135037536471837	0.284663821114722	0.7190000000000001	0.34299999999999997	True	0.0	False	3.44963841047985e-06	False	0.0	ENSG00000234614
chr2	1	1	0.688743001056812	0.137204812769251	-0.311256998943188	0.69	0.35	False	0.0	False	1.22464048162296e-05	False	0.0	ENSG00000231187
awhole	17	34	0.45450904089298905	0.0337851178405153	0.0344383689482832	0.53	0.354	True	0.001	False	0.00270092577373826	False	0.0	ENSG00000236255
awhole	91	13	0.16944264406772502	0.0141086263746045	-0.049482103020596996	0.535	0.124	False	0.004	False	0.00269255263427071	False	0.0	ENSG00000279041
awhole	3	2	0.0896479505360003	0.12423155908382799	0.488676911957447	0.179	0.08900000000000001	True	0.0	False	0.000143570938584747	False	0.0	ENSG00000226953
chr2	1	1	0.9820569731241658	0.125056271461862	-0.0179430268758336	0.963	0.499	True	0.0	False	1.59417966942854e-05	False	0.0	ENSG00000273014
awhole	263	9	0.0	0.10044195495772801	0.400878525396823	0.0	0.0	True	0.022	False	0.0463463998374152	False	0.0	ENSG00000245573
chr14	24	1	0.504930813351824	0.0307285293098281	0.0636970844940197	0.439	0.287	True	0.002	False	0.00199063046550663	False	0.0	ENSG00000247092
awhole	211	6	0.008941145962992999	0.0155221167886048	-0.0314968831005662	0.154	0.489	False	0.005	False	0.00305671189611645	False	0.0	ENSG00000233184
awhole	675	49	0.00105711495160987	0.0171474981775909	0.0689252108251757	0.002	0.002	True	0.035	False	0.0347851903390244	False	0.0	ENSG00000227398
chr16	1	1	0.9626370507451741	0.125232034900834	-0.0373629492548264	0.94	0.479	False	0.0	False	1.6205742976560502e-05	False	0.0	ENSG00000248671
chr3	1	1	0.0201493569505509	0.244618997082689	0.979850643049449	0.013999999999999999	0.009000000000000001	True	0.0	False	6.19277610747204e-06	False	0.0	ENSG00000280432
awhole	2	274	0.5788685597171441	0.0954976264897072	0.115377878830711	0.602	0.379	False	0.0070000000000000106	False	0.0058759967469361706	False	0.0	ENSG00000268069
chr3	2	1	0.586205159624395	0.10597925977651801	0.41638943109159604	0.49	0.183	True	0.0	False	2.11804933869519e-06	False	0.0	ENSG00000231134
awhole	3	3	0.210604663652355	0.116938526004122	0.464779273336354	0.20800000000000002	0.092	True	0.001	False	0.00022360981145130897	False	0.0	ENSG00000233421
chr6	2	1	0.316417016515985	0.11913030246005	0.360219538919068	0.37	0.187	True	0.0	False	9.03947578301256e-06	False	0.0	ENSG00000261519
chr15	1	1	0.8661200723917439	0.126942596007983	0.133879927608256	0.863	0.431	True	0.0	False	2.33353490952659e-06	False	0.0	ENSG00000260686
awhole	2	85	0.34948392412017604	0.12891978115124	0.504053791224489	0.28800000000000003	0.391	True	0.001	False	0.0018934601383193699	False	0.0	ENSG00000261616
chr2	19	1	0.9530616055621891	0.0187508995021171	-0.0292864774095161	0.945	0.42	False	0.001	False	0.00031273245787433196	False	0.0	ENSG00000234912
awhole	50	80	0.0390756301920969	0.0314742066716967	0.10909485475629302	0.174	0.38799999999999996	True	0.00700000000000001	False	0.0038294074380425	False	0.0	ENSG00000215533
awhole	2564	362	1.0356360213847899e-10	0.020625686451057	-0.0817211446168289	0.0	0.413	True	0.055999999999999994	False	0.0895569763261785	False	1.90598497947649	ENSG00000235437
awhole	12	3	0.9234445933573728	0.0247672936795251	-0.0444026620799662	0.9009999999999999	0.361	False	0.0	False	0.000136211268515041	False	0.0	ENSG00000255284
chr5	1	1	0.7407920883498169	0.133604461047144	0.25920791165018303	0.748	0.379	True	0.0	False	3.1233085693305198e-06	False	0.0	ENSG00000272914
awhole	12	3	0.5652905451590339	0.0408180391228932	0.160601258129213	0.511	0.154	True	0.0	False	0.00019701637170888	False	0.0	ENSG00000261114
chr7	4	1	0.715276990805545	0.0637038303140702	0.22325038926462198	0.64	0.214	True	0.0	False	6.699718588443199e-05	False	0.0	ENSG00000240291
awhole	3085	7	0.0	0.0185662646139259	0.0631296369445935	0.0	0.0	True	0.301	False	0.16891338184083	False	0.0	ENSG00000231721
chr6	1	1	0.884700400329663	0.126942596007983	0.115299599670337	0.8540000000000001	0.413	True	0.0	False	5.3393915443455995e-06	False	0.0	ENSG00000269696
awhole	8	10	0.838116231277961	0.0355870447495214	-0.11441476114534299	0.82	0.121	False	0.0	False	0.000512611961705156	False	0.0	ENSG00000232533
chr1	14	1	0.0109303223418384	0.0989628506613397	-0.3805083944714279	0.013000000000000001	0.0060000000000000105	False	0.001	False	0.000202144920800729	False	0.0	ENSG00000213057
chr2	9	1	0.170980972341186	0.0850016997429653	0.31493238845186305	0.08900000000000001	0.049	True	0.0	False	0.000132914774154003	False	0.0	ENSG00000229563
awhole	2	2	0.9153808023270871	0.0676453444807478	0.10306534495383801	0.9440000000000001	0.42200000000000004	True	0.0	False	2.79100105016195e-05	False	0.0	ENSG00000279591
awhole	3	7	0.904252970213629	0.0564178791497897	0.124991717930905	0.867	0.424	False	0.0	False	0.000144975873534903	False	0.0	ENSG00000275401
chr7	1	1	0.377623449574091	0.173396847980114	-0.6223765504259089	0.365	0.18	False	0.0	False	3.05310508224022e-05	False	0.0	ENSG00000238160
chr6	2	1	0.8693936220695971	0.0706758098410141	-0.12427264621690999	0.9129999999999999	0.37	False	0.0	False	3.6227911874853205e-05	False	0.0	ENSG00000235244
awhole	2	12	0.15609503165389202	0.149159012642596	0.485026630099841	0.183	0.331	True	0.001	False	0.000186574720814736	False	0.0	ENSG00000232671
awhole	3	64	0.667602380699312	0.0764027395132385	-0.289585318773025	0.616	0.301	False	0.0	False	0.000656961807884326	False	0.0	ENSG00000272009
chr13	1	1	0.431614795130873	0.16520934476769503	-0.568385204869127	0.436	0.228	False	0.0	False	8.50789767237181e-06	False	0.0	ENSG00000254791
chr5	1	1	0.22898278428460603	0.19944976745709803	0.771017215715394	0.21600000000000003	0.11	True	0.0	False	1.12923854800329e-06	False	0.0	ENSG00000223704
chr17	1	2	0.7819245632170259	0.130862945422707	-0.218075436782974	0.775	0.299	False	0.0	False	5.348470895238929e-05	False	0.0	ENSG00000246022
awhole	2	4	0.6053713745589151	0.11146270053759	-0.000983302425227706	0.40299999999999997	0.205	True	0.0	False	0.00012849252369706598	False	0.0	ENSG00000268061
chr21	1	1	0.485377012447211	0.157646967902195	-0.514622987552789	0.502	0.21899999999999997	False	0.0	False	0.000166281370729715	False	0.0	ENSG00000272146
awhole	8	2	0.471933567527746	0.0417302205658271	0.0984197574416226	0.691	0.331	True	0.0	False	8.99600303801984e-05	False	0.0	ENSG00000258727
chr13	1	1	0.32898870354049603	0.18142655297263702	-0.671011296459504	0.332	0.166	False	0.0	False	5.70982238445872e-06	False	0.0	ENSG00000236756
chr6	3	1	0.670177406806691	0.0656545115185153	0.16126380251985598	0.762	0.312	True	0.0	False	1.20135828658441e-05	False	0.0	ENSG00000279407
awhole	4	6	0.11531197307579301	0.14973904955994	-0.595483075182476	0.04	0.027999999999999997	False	0.0	False	4.85483182495194e-05	False	0.0	ENSG00000268996
awhole	37	2	0.533558295706738	0.0277303508153337	0.10605812613247902	0.33	0.11599999999999999	True	0.0	False	9.898333229507729e-05	False	0.0	ENSG00000259336
awhole	2	15	0.449061378880364	0.09963728237178199	-0.271803693973663	0.552	0.295	False	0.0	False	0.000244250361367104	False	0.0	ENSG00000269399
chr3	1	1	0.332106136577673	0.18022292461200604	-0.667893863422327	0.342	0.156	False	0.0	False	1.52852641546186e-05	False	0.0	ENSG00000279369
chr9	1	1	0.517918902930377	0.153229800579222	0.48208109706962293	0.519	0.267	True	0.0	False	4.50161692233664e-06	False	0.0	ENSG00000254319
chr14	12	1	0.323590706801122	0.0560473096117884	-0.22227145703839102	0.201	0.087	False	0.001	False	0.000187533418381625	False	0.0	ENSG00000117242
awhole	11	52	0.0956130611095638	0.0891133948096873	0.317561269070323	0.036000000000000004	0.272	True	0.005	False	0.00163570612756558	False	0.0	ENSG00000260942
awhole	32	14	0.147692262284204	0.0346715716334611	0.11843570487089	0.256	0.40299999999999997	True	0.0	False	0.000598564074494323	False	0.0	ENSG00000249464
chr8	1	1	0.4539976109462679	0.162618849290591	0.5460023890537321	0.47	0.245	True	0.0	False	2.9316797492851e-05	False	0.0	ENSG00000259495
awhole	53	2	0.910875467758678	0.0118494078059697	-0.0412035756584894	0.914	0.315	False	0.0	False	0.000647139250475104	False	0.0	ENSG00000263327
chr3	1	5	0.327472307982895	0.18142655297263702	-0.6725276920171049	0.313	0.07	False	0.0	False	0.000154032698230999	False	0.0	ENSG00000282381
chr11	1	1	0.7485873175509559	0.13290406275642502	-0.25141268244904397	0.76	0.35700000000000004	False	0.0	False	1.67152007102267e-05	False	0.0	ENSG00000233723
awhole	5	7	0.0699165696562474	0.106007774845561	0.401692575559464	0.136	0.123	True	0.0	False	8.27085776964331e-05	False	0.0	ENSG00000280721
awhole	3	173	0.638451136744696	0.0677800982378164	-0.22518241340170397	0.706	0.243	True	0.00700000000000001	False	0.00537192470608272	False	0.0	ENSG00000262877
chr3	1	1	0.10185780307868599	0.22592010152560302	0.8981421969213141	0.11900000000000001	0.05	True	0.0	False	3.71667425991262e-06	False	0.0	ENSG00000269176
awhole	380	11	0.7895344504154681	0.005523785766227121	0.0185104688200246	0.723	0.306	True	0.00600000000000001	False	0.007504231881899191	False	0.0	ENSG00000276107
awhole	13	3	0.31176496455893704	0.0445083974986169	-0.15632767203985998	0.415	0.172	False	0.0	False	0.00022713178447331098	False	0.0	ENSG00000261051
awhole	6	3	0.0614786474185925	0.114257894378299	-0.41836794244134096	0.05	0.045	False	0.0	False	5.09509089322568e-05	False	0.0	ENSG00000234772
awhole	8	8	0.515280547729752	0.0602841588219528	-0.19646521430018601	0.34299999999999997	0.0679999999999999	False	0.0	False	3.3772999623482596e-05	False	0.0	ENSG00000272356
awhole	30	2	0.542407651679346	0.0359331246107796	-0.00318308711343485	0.23399999999999999	0.493	True	0.0	False	0.00021866022880701101	False	0.0	ENSG00000271204
awhole	10143	1020	2.9897536668599396e-09	0.00938773786815498	0.0374431966291096	0.0	0.0	True	0.332	True	0.401571135131035	True	0.869523475971698	ENSG00000258399
chr17	1	9	0.18283024295099298	0.20862795603521203	0.8171697570490071	0.168	0.179	True	0.0	False	0.000301138249012456	False	0.0	ENSG00000275759
chr4	75	1	0.7201628120590359	0.0165925999861039	-0.060321895275925005	0.512	0.165	False	0.001	False	0.00306924047857637	False	0.0	ENSG00000224186
chr12	1	8	0.167348175572931	0.211597770916752	0.8326518244270691	0.166	0.14800000000000002	True	0.0	False	0.000361537334721218	False	0.0	ENSG00000247774
awhole	2	3	0.23482478171922502	0.13448184812867	-0.35292096493931	0.287	0.335	False	0.0	False	5.83521646757568e-05	False	0.0	ENSG00000267121
awhole	28	3	0.0390148547035828	0.0604911088576771	0.240104383888362	0.025	0.011000000000000001	True	0.0	False	0.000221735174628757	False	0.0	ENSG00000280128
awhole	56	42	0.8983066400762241	0.0108247515892685	-0.0325116567490253	0.929	0.122	False	0.005	False	0.00175163076712703	False	0.0	ENSG00000267745
chr10	8	1	0.878050980268767	0.0350938563166984	0.11949689882664499	0.836	0.295	True	0.0	False	1.60241127018512e-05	False	0.0	ENSG00000262136
awhole	95	7	0.438540971500239	0.0128921976763043	-0.0137586554710951	0.611	0.40299999999999997	False	0.002	False	0.00235469672032151	False	0.0	ENSG00000250303
awhole	27	47	0.238897152301747	0.0275080860184285	0.101166228324164	0.49200000000000005	0.01	True	0.003	False	0.00491491190686455	False	0.0	ENSG00000188511
awhole	20	413	0.259261748833608	0.0395177586427561	0.13256702655942498	0.29600000000000004	0.0	True	0.011	False	0.009975843567089691	False	0.0	ENSG00000233654
chr10	5	1	0.8434098559631559	0.0450688257424285	0.0829293317774091	0.8370000000000001	0.387	True	0.0	False	6.26304299059521e-05	False	0.0	ENSG00000259673
awhole	3	16	0.839552972177855	0.063940515832664	0.20272855396769002	0.76	0.311	True	0.0	False	0.000237689342341474	False	0.0	ENSG00000272505
awhole	3	91	0.9222130920381659	0.051437470991214	-0.0171070579439336	0.9470000000000001	0.223	True	0.002	False	0.0011786889437829199	False	0.0	ENSG00000257605
awhole	16	4	0.0614651769403078	0.0725993387518845	0.27699609751549703	0.044000000000000004	0.016	True	0.0	False	0.000244396947220116	False	0.0	ENSG00000235770
awhole	43	6	0.99905922908532	0.0076598458047127	-0.0191968610498148	1.0	0.376	False	0.002	False	0.00304663299131458	False	0.0	ENSG00000187951
chr6	1	1	0.253762158993275	0.19427884193881895	0.746237841006725	0.273	0.13699999999999998	True	0.0	False	8.84629454334096e-06	False	0.0	ENSG00000272654
chr10	1	1	0.220683429909434	0.201293907901382	0.779316570090566	0.21	0.1	True	0.0	False	1.79375653441838e-06	False	0.0	ENSG00000272812
awhole	68	20	0.120810650095414	0.0248428587277402	0.0953106585308707	0.191	0.09	True	0.002	False	0.00268140344175771	False	0.0	ENSG00000233006
awhole	4	2	0.5271746446594601	0.0704333246843557	0.218174278808219	0.5329999999999999	0.215	True	0.0	False	3.4491747013198903e-05	False	0.0	ENSG00000274964
awhole	13256	195	0.0	0.0174134091890068	0.0700442652985771	0.0	0.0	True	0.018000000000000002	True	0.0181794057896082	True	0.0	ENSG00000282057
awhole	3	7	0.6179037996945661	0.06918444378840301	0.22819782296590102	0.6890000000000001	0.021	True	0.0	False	9.41592522045731e-05	False	0.0	ENSG00000274370
awhole	2	3	0.0904123238135051	0.172603770926901	-0.652411501344277	0.10400000000000001	0.08900000000000001	False	0.002	False	0.0011419179600227198	False	0.0	ENSG00000282851
awhole	10	6	0.958607002635619	0.0245694526589558	-0.0546715736650545	0.9540000000000001	0.473	True	0.0	False	0.000132999637154851	False	0.0	ENSG00000241769
chr2	1	1	0.0957093614173317	0.22713254480372697	0.904290638582668	0.10400000000000001	0.053	True	0.0	False	1.4137454514728799e-05	False	0.0	ENSG00000267160
awhole	13	275	0.62561308674595	0.0373205817353236	0.121633601218035	0.55	0.006	True	0.00900000000000001	False	0.0106259351143021	False	0.0	ENSG00000237807
chr14	1	1	0.9919043357593392	0.12500317424438	0.0080956642406611	0.993	0.493	True	0.0	False	8.27699202299303e-06	False	0.0	ENSG00000232807
chr2	1	1	0.5646968875043729	0.148922321467485	0.43530311249562703	0.5329999999999999	0.28	True	0.0	False	3.31965929611933e-06	False	0.0	ENSG00000277425
awhole	20	147	0.827186847508761	0.0272921606534016	-0.0960131182334782	0.662	0.27699999999999997	True	0.005	False	0.005679264939230429	False	0.0	ENSG00000237125
awhole	35	24	0.0853428184757992	0.0348671873762361	-0.117931418684269	0.19	0.40399999999999997	False	0.002	False	0.0017900890291346898	False	0.0	ENSG00000267080
chr1	1	2	0.892547091572156	0.126098908733823	0.10745290842784401	0.909	0.46	True	0.0	False	2.4956174860202303e-05	False	0.0	ENSG00000269019
chr6	2	1	0.713625337682879	0.0820068185926374	0.24612300603364698	0.742	0.266	True	0.0	False	1.2575632653222301e-05	False	0.0	ENSG00000269887
awhole	17	8	0.617417957636803	0.0375938160997125	0.134317797633322	0.46	0.193	True	0.001	False	0.000579721178720405	False	0.0	ENSG00000279191
awhole	17	3	0.8192538089324309	0.0189101496141538	0.00271232832643165	0.9540000000000001	0.20199999999999999	True	0.001	False	0.0007201488595696139	False	0.0	ENSG00000267002
awhole	20	190	0.42063457744029903	0.0301980709006312	-0.0031818787052642103	0.5529999999999999	0.436	True	0.00700000000000001	False	0.00846574906020803	False	0.0	ENSG00000259070
chr3	1	1	0.45027858642058605	0.162618849290591	-0.549721413579414	0.445	0.245	False	0.0	False	1.21485322825965e-05	False	0.0	ENSG00000271778
awhole	30	91	0.6759952954410849	0.0286672978031803	-0.11234696094199599	0.41	0.17600000000000002	False	0.00900000000000001	False	0.00825402005258802	False	0.0	ENSG00000163364
chr1	1	219	0.792969928986634	0.13014534448074802	0.207030071013366	0.797	0.41200000000000003	True	0.004	False	0.00252598424635142	False	0.0	ENSG00000272892
awhole	6	5	0.0470378322266791	0.108241653455135	-0.382559157878106	0.083	0.08199999999999999	False	0.0	False	0.000166014942921899	False	0.0	ENSG00000279118
chr8	1	1	0.931000991355603	0.125550963789089	-0.06899900864439701	0.9309999999999999	0.484	False	0.0	False	8.57800537690245e-06	False	0.0	ENSG00000258976
chr10	3	1	0.5574260886425911	0.0713809246740771	-0.103019070128272	0.6920000000000001	0.39	False	0.0	False	4.1054040857080296e-05	False	0.0	ENSG00000237852
awhole	54	4	0.0657700486255549	0.028725419560027003	0.111190020381946	0.17300000000000001	0.42700000000000005	True	0.0	False	0.00146187545211185	False	0.0	ENSG00000272752
awhole	2	2	0.919906115414309	0.0705606589049388	-0.0207527342729614	0.877	0.491	False	0.0	False	1.8975427488632198e-05	False	0.0	ENSG00000269825
chr16	1	134	0.49621617162420295	0.1566162510257	0.503783828375797	0.505	0.433	True	0.004	False	0.00296293893805566	False	0.0	ENSG00000270361
awhole	2	140	0.9863813497851031	0.0640676016210378	-0.00583762651949504	0.981	0.384	False	0.005	False	0.0030843112650490397	False	0.0	ENSG00000267757
chr17	1	60	0.231135130765349	0.19944976745709803	0.7688648692346509	0.226	0.317	True	0.003	False	0.00182473780331538	False	0.0	ENSG00000261202
awhole	24	91	0.6611915898205319	0.0280213244865323	0.0198864598668627	0.527	0.213	True	0.002	False	0.00354165795812411	False	0.0	ENSG00000188004
chr3	1	1	0.0474649661720363	0.238556131594427	-0.9525350338279641	0.04	0.018000000000000002	False	0.0	False	2.67529945034983e-05	False	0.0	ENSG00000231252
awhole	22	11	0.865680880701285	0.0213422958584162	0.03502264654941299	0.821	0.48700000000000004	False	0.0	False	0.000469131620433272	False	0.0	ENSG00000227359
chr4	1	1	0.16635241188562	0.211597770916752	-0.8336475881143799	0.174	0.094	False	0.0	False	1.76379772830471e-05	False	0.0	ENSG00000260077
awhole	2	6	0.7679452909192951	0.0789380600192166	0.228697034490879	0.769	0.391	True	0.0	False	8.74807890827167e-05	False	0.0	ENSG00000279319
chr4	8	1	0.0800583329427582	0.0960668971573033	0.38399302172223404	0.054000000000000006	0.042	True	0.0	False	0.000132011714967906	False	0.0	ENSG00000273888
awhole	9	570	0.7818163873706908	0.0286787547837347	-0.0136628406749217	0.89	0.247	False	0.00800000000000001	False	0.0107988037112232	False	0.0	ENSG00000271870
awhole	108	8	0.8947011735841791	0.008658397512525841	-0.0124917042975903	0.872	0.24	False	0.004	False	0.003035094497153	False	0.0	ENSG00000240498
chr2	2	1	0.9650018851373321	0.0652379412914787	-0.0962265717677371	0.97	0.39399999999999996	False	0.0	False	1.64743607445894e-05	False	0.0	ENSG00000271576
chr13	1	1	0.9576226251248551	0.125232034900834	0.0423773748751446	0.943	0.48100000000000004	True	0.0	False	1.4182744115798199e-05	False	0.0	ENSG00000262380
awhole	188	3	0.0	0.0905273595277484	-0.3611543771121761	0.0	0.0	False	0.005	False	0.0036514353038665797	False	0.0	ENSG00000240207
chr12	1	1	0.0954673457181778	0.22713254480372697	0.904532654281822	0.087	0.036000000000000004	True	0.0	False	4.8456087241133295e-05	False	0.0	ENSG00000267279
awhole	5	6	0.526015812052558	0.0654127515497689	0.241878440205548	0.5	0.218	True	0.0	False	0.000358923439998104	False	0.0	ENSG00000273344
awhole	3940	1313	8.734974598623159e-05	0.0113982067681423	0.0458102427320712	0.0	0.0	True	0.127	False	0.0546544237016895	False	1.56423373652476	ENSG00000237187
awhole	13	24	0.00634531352092305	0.10480754869989999	0.418709493845817	0.012	0.048	True	0.0	False	0.000904594290259575	False	0.0	ENSG00000249550
awhole	5	2	0.79905292789664	0.0450144562296805	-0.12734745405129	0.825	0.307	False	0.0	False	1.56679234970536e-05	False	0.0	ENSG00000228223
awhole	61	2	0.180803662037865	0.0220813228292652	-0.0891419427912803	0.304	0.106	False	0.0	False	0.000501843825360893	False	0.0	ENSG00000268205
awhole	86	100	2.61242652518368e-05	0.063057965328303	0.252112075758906	0.0	0.0	True	0.012	False	0.014289809978823	False	0.0	ENSG00000271811
chr9	2	1	0.0026591696983338	0.23757631564079001	-0.9501868918883659	0.002	0.0	False	0.0	False	1.52028346810384e-05	False	0.0	ENSG00000233178
chr17	1	1	0.46386931349475397	0.16056233199640196	-0.536130686505246	0.44799999999999995	0.207	False	0.0	False	2.9114514821571004e-05	False	0.0	ENSG00000259999
chr3	1	1	0.484232135526545	0.157646967902195	0.515767864473455	0.484	0.23199999999999998	True	0.0	False	6.64160108598821e-06	False	0.0	ENSG00000256034
awhole	3	3	0.6279102224475289	0.0716264510136153	-0.21794318352717199	0.6709999999999999	0.257	False	0.0	False	2.01730727373839e-05	False	0.0	ENSG00000258875
awhole	3	2	0.9672566352481529	0.0480872227590334	-0.0252741147343403	0.965	0.48200000000000004	False	0.0	False	2.30986036906522e-05	False	0.0	ENSG00000227542
awhole	284	22	0.6187644891435389	0.00722729380429537	0.00952259436643565	0.613	0.33799999999999997	True	0.00700000000000001	False	0.0105610577180469	False	0.0	ENSG00000186594
awhole	333	171	0.0126258889764048	0.0167157830486728	-0.0619510783720145	0.033	0.0	False	0.106	False	0.0916105270586203	False	0.0	ENSG00000206573
awhole	5428	993	0.0009229503924322869	0.00619002265708678	0.0253255710038607	0.0	0.0	True	0.285	False	0.23116005235270298	False	1.1961294521866699	ENSG00000214548
awhole	24	106	0.9194299744691441	0.0208491770112929	-0.0783755400377022	0.772	0.192	False	0.00700000000000001	False	0.00635803112750732	False	0.0	ENSG00000235823
awhole	2	2	0.3944820722721671	0.119044356975534	0.45365160336254606	0.405	0.131	True	0.001	False	6.30796721705629e-05	False	0.0	ENSG00000230844
chr6	1	1	0.31290286389799	0.18401923064766298	-0.6870971361020101	0.304	0.14400000000000002	False	0.0	False	8.3896360559832e-06	False	0.0	ENSG00000264596
chr8	1	1	0.13570214343202197	0.2183380595877	-0.864297856567978	0.13699999999999998	0.07400000000000001	False	0.0	False	1.58469175637332e-06	False	0.0	ENSG00000279700
awhole	374	6	0.150719049800309	0.00871404846445178	-0.0205538432598744	0.33	0.252	False	0.001	False	0.0038726879288202296	False	0.0	ENSG00000251314
awhole	286	11	0.00016537085513213	0.0357206575856636	-0.09702006605122501	0.0	0.001	False	0.001	False	0.00225171958012593	False	0.0	ENSG00000251513
awhole	4	5	0.203271397758779	0.085886041572746	0.305568941313055	0.336	0.063	True	0.0	False	0.000279513738226655	False	0.0	ENSG00000259802
awhole	4	167	0.723307009222271	0.0531540223058498	0.15567569701331	0.797	0.32899999999999996	True	0.01	False	0.00696914861947506	False	0.0	ENSG00000215014
chr1	4	1	0.64063818999451	0.0531400061839359	0.149414456558988	0.797	0.305	True	0.0	False	4.4167641006120896e-05	False	0.0	ENSG00000270277
chr11	10	1	0.7530081858707529	0.0385152614615099	0.102650336463369	0.68	0.29	True	0.0	False	1.60636507278156e-05	False	0.0	ENSG00000224905
awhole	5	2	0.14705136412726502	0.0741215275673171	-0.23174996764313102	0.38	0.191	False	0.0	False	0.00011596205505204299	False	0.0	ENSG00000234352
chr9	1	1	0.13875035417717602	0.217084793068829	0.861249645822824	0.15	0.066	True	0.0	False	2.95531512239933e-06	False	0.0	ENSG00000277589
chr1	2	1	0.9886020944270308	0.0633418095357273	0.0289533884769599	0.982	0.465	True	0.0	False	2.9579255216738398e-05	False	0.0	ENSG00000230091
awhole	6	88	0.34516845866881496	0.0508212459843025	0.111814049921676	0.64	0.27	True	0.002	False	0.00152228091723738	False	0.0	ENSG00000228170
awhole	2	2	0.775976876698255	0.0770404145589996	-0.199492501070463	0.82	0.321	False	0.0	False	0.000111106001259631	False	0.0	ENSG00000257038
awhole	3	3	0.97132164485775	0.0470907523633163	-0.0132325345844546	0.965	0.44299999999999995	False	0.0	False	2.3570030265318602e-05	False	0.0	ENSG00000225163
