chr.names	query.population	reference.population	relative.distances.ks.p.value	relative.distances.ecdf.deviation.area	relative.distances.ecdf.area.correlation	relative.distances.ecdf.deviation.area.p.value	scaled.absolute.min.distance.sum.p.value	scaled.absolute.min.distance.sum.lower.tail	jaccard.measure.p.value	jaccard.measure.lower.tail	projection.test.p.value	projection.test.lower.tail	projection.test.obs.to.exp	lnc
chr4	1	1	0.71385554065513	0.135037536471837	0.28614445934487	0.696	0.35600000000000004	True	0.0	False	2.1833239838065e-05	False	0.0	ENSG00000182257
awhole	12	3	0.1030224722617	0.0618530110839179	0.110360223162356	0.152	0.266	True	0.0	False	3.6973421904673605e-05	False	0.0	ENSG00000259820
chr5	1	1	0.404247338297984	0.16906620754143	-0.595752661702016	0.428	0.201	False	0.0	False	1.4983067564422502e-06	False	0.0	ENSG00000235927
chr1	1	1	0.603107245813486	0.14485321882289498	0.39689275418651393	0.642	0.314	True	0.0	False	1.9882997837061797e-06	False	0.0	ENSG00000260461
awhole	2	189	0.973533117868295	0.0646541695961548	-0.0871345574603231	0.9740000000000001	0.256	False	0.0	False	0.00121888511856749	False	0.0	ENSG00000275216
awhole	4	256	0.0588743832104945	0.13422388426871198	0.539398360526163	0.0669999999999999	0.12300000000000001	True	0.004	False	0.0028248111259490103	False	0.0	ENSG00000259863
awhole	6	13	0.968905749999448	0.0328805237659483	-0.054652979885642994	0.951	0.247	False	0.0	False	0.00010686604216725301	False	0.0	ENSG00000270165
awhole	17	12	0.0517330437508994	0.0495881525359011	0.16177733058844102	0.191	0.051	True	0.0	False	0.00016290067602176	False	0.0	ENSG00000248429
chr11	1	1	0.751988468554643	0.13272133402412198	0.24801153144535698	0.757	0.355	True	0.0	False	1.6248833285659198e-05	False	0.0	ENSG00000270012
chr20	8	1	0.42100203164410704	0.0661302138252699	0.0606109704234363	0.282	0.387	True	0.0	False	0.00011233978951463701	False	0.0	ENSG00000242588
awhole	5	249	0.0057157830474032795	0.17446441514984898	0.695266679075793	0.00900000000000001	0.084	True	0.01	False	0.0093383649158989	False	0.0	ENSG00000280083
awhole	8	24	0.0347891457246201	0.0965350297778155	0.374144921358049	0.0610000000000001	0.017	True	0.0	False	0.000302714989878994	False	0.0	ENSG00000280129
awhole	4	144	0.8515774501655291	0.0494098202121982	0.15695626162471	0.848	0.132	True	0.003	False	0.0023727988026882602	False	0.0	ENSG00000273210
awhole	4	5	0.0677231846463626	0.126057647461896	-0.5029628125675639	0.094	0.0570000000000001	False	0.0	False	0.00015252601617266002	False	0.0	ENSG00000235919
chr4	1	1	0.45676094555434993	0.16140502973013096	0.54323905444565	0.457	0.22399999999999998	True	0.0	False	1.50882249783102e-06	False	0.0	ENSG00000280119
chr12	4	1	0.0589421134654823	0.150241646251728	-0.593782828895936	0.039	0.018000000000000002	False	0.0	False	1.8878081824214e-05	False	0.0	ENSG00000236671
awhole	3	134	0.7387438805068991	0.0590358632333258	-0.15970330123381	0.828	0.253	True	0.001	False	0.0014156445395310199	False	0.0	ENSG00000279039
chr7	1	6	0.7645520949419141	0.132057450144806	0.23544790505808602	0.758	0.478	False	0.0	False	2.94579141952855e-05	False	0.0	ENSG00000278733
awhole	16	13	0.32654022028428004	0.0574636735236054	-0.228660088687489	0.133	0.221	False	0.001	False	0.00022287539244203501	False	0.0	ENSG00000235501
awhole	11	12	0.631633899173287	0.0285130302695525	-0.0455912039331119	0.866	0.44299999999999995	False	0.0	False	9.93343038016015e-05	False	0.0	ENSG00000261438
chr5	1	1	0.555252752534109	0.148922321467485	-0.444747247465891	0.5760000000000001	0.265	False	0.0	False	7.10594013131338e-06	False	0.0	ENSG00000272145
awhole	4	18	0.9724655839676759	0.0407643368404493	-0.0316463389274162	0.955	0.17300000000000001	True	0.0	False	0.000234142402920079	False	0.0	ENSG00000258365
chr3	8	1	0.38271895370627596	0.0608100967902862	-0.19779169512313696	0.33899999999999997	0.168	False	0.0	False	6.8987721055791e-06	False	0.0	ENSG00000254951
awhole	3	2	0.218445560296313	0.109951780896528	0.430220963840526	0.287	0.102	True	0.0	False	1.87519083736376e-05	False	0.0	ENSG00000278934
chr12	2	1	0.0970508272922115	0.16900763874355498	-0.634072879921066	0.128	0.0610000000000001	False	0.0	False	4.95214896023555e-06	False	0.0	ENSG00000270061
chr7	32	1	0.472591975094414	0.0200428608957927	-0.0693041145288309	0.706	0.251	False	0.0	False	0.000154821294159002	False	0.0	ENSG00000230530
chr11	16	1	0.9566572524338021	0.0210460520506364	0.00950923271291804	0.9179999999999999	0.462	True	0.0	False	0.000144371661379927	False	0.0	ENSG00000236404
chr10	1	2	0.115840813451047	0.223097194774904	0.8841591865489531	0.121	0.063	True	0.0	False	1.28552551632577e-05	False	0.0	ENSG00000277491
chr3	2	1	0.9929839576473679	0.0632603761854514	-0.00550898873131089	0.991	0.498	True	0.0	False	2.56183082059103e-06	False	0.0	ENSG00000236255
awhole	2	11	0.910191643549542	0.0684209541479157	0.118073821874821	0.922	0.48700000000000004	False	0.0	False	0.000133878538826071	False	0.0	ENSG00000273723
awhole	71	25	0.34341340849481106	0.0247376762064392	-0.0960833486556314	0.179	0.153	False	0.0	False	0.00104008220224794	False	0.0	ENSG00000279041
awhole	7	705	0.9178770193270749	0.034441983336572994	-0.04568280665330901	0.899	0.457	True	0.00700000000000001	False	0.0115234020673313	False	0.0	ENSG00000275437
chr2	3	1	0.210292198375219	0.142222273288534	-0.53613549820868	0.11199999999999999	0.055999999999999994	False	0.0	False	6.51543655760811e-06	False	0.0	ENSG00000258738
chrX	29	1	2.6110758899466896e-07	0.130318440614797	0.5203795990743989	0.0	0.0	True	0.0	False	0.000190105787432615	False	0.0	ENSG00000234129
awhole	83	4	0.007999814137253041	0.0297541398681312	0.10599033272808502	0.0639999999999999	0.04	True	0.0	False	0.00017671079503123202	False	0.0	ENSG00000236535
awhole	5	9	0.259207720918869	0.0839591802815965	-0.262914278645698	0.26899999999999996	0.327	True	0.0	False	1.75524113052994e-05	False	0.0	ENSG00000272447
awhole	283	32	0.00773942096943625	0.0181958149084579	-0.0473518757340801	0.045	0.404	False	0.005	False	0.0060032739648616705	False	0.0	ENSG00000227486
chr1	1	1	0.651030861939364	0.14044039476883302	0.348969138060636	0.631	0.324	True	0.0	False	3.03265926593355e-06	False	0.0	ENSG00000230366
awhole	303	13	0.66776495008035	0.00745449671833861	0.0149386467347257	0.5539999999999999	0.212	True	0.002	False	0.000843409274864371	False	0.0	ENSG00000247092
chr6	2	1	0.312208933205801	0.119117028155679	-0.356316332462811	0.376	0.203	False	0.0	False	3.27857106807716e-06	False	0.0	ENSG00000245904
chr1	135	1	0.0112416734259818	0.0382501799472601	0.152758599596138	0.002	0.001	True	0.0	False	0.00015507544676596202	False	0.0	ENSG00000257621
chr10	1	1	0.187752556248804	0.207445310101894	-0.812247443751196	0.192	0.096	False	0.0	False	3.20633980521734e-06	False	0.0	ENSG00000197099
chr6	2	1	0.895279029933755	0.0726479770975964	-0.0317662826077068	0.863	0.494	False	0.0	False	2.1779085230821898e-06	False	0.0	ENSG00000245556
awhole	747	6306	0.00264201049808455	0.0171948826543738	0.06823847219776401	0.0	0.0	True	0.03	False	0.0041815099130914106	False	2.7989249242745204	ENSG00000227398
awhole	17	12	0.6496129017903979	0.03375668831665	-0.0274471962497138	0.508	0.444	True	0.0	False	0.000203559512598983	False	0.0	ENSG00000249096
chr2	1	2	0.29047389426788206	0.188069830911378	0.7095261057321179	0.305	0.16899999999999998	True	0.0	False	4.5748538557433e-06	False	0.0	ENSG00000271401
awhole	2	65	0.815939301362741	0.0786744543669113	-0.0535652200182704	0.8029999999999999	0.491	True	0.002	False	0.000877768185072347	False	0.0	ENSG00000279799
awhole	5	90	0.460761199895337	0.0689872778662843	0.242716974852957	0.41600000000000004	0.499	True	0.0	False	0.00123336744101143	False	0.0	ENSG00000277662
chr16	1	1	0.154026620700213	0.213987875657802	0.845973379299787	0.154	0.08199999999999999	True	0.0	False	1.2364627667294e-05	False	0.0	ENSG00000268069
chr13	1	1	0.5837044397270451	0.14649338484825597	0.416295560272955	0.5760000000000001	0.306	True	0.0	False	4.6255682104590104e-06	False	0.0	ENSG00000254165
awhole	10	9	0.15728855404883602	0.0796942931583032	0.317045733177839	0.096	0.08	True	0.0	False	7.97057750527852e-05	False	0.0	ENSG00000261519
awhole	525	48	0.00213597073149263	0.0198949796037251	0.0812132506707357	0.004	0.002	True	0.014	False	0.0133544174818983	False	0.0	ENSG00000244879
chr3	127	1	0.0670899464834691	0.0301385794688009	0.116002300146096	0.022000000000000002	0.011000000000000001	True	0.0	False	0.00025038801767873797	False	0.0	ENSG00000235437
awhole	5	11	0.771416529813301	0.0466751867278787	-0.083840700207962	0.789	0.46299999999999997	True	0.0	False	4.12278899746266e-05	False	0.0	ENSG00000260774
chr7	1	1	0.7334290901722379	0.133604461047144	-0.266570909827762	0.7240000000000001	0.36	False	0.0	False	3.30726902020295e-06	False	0.0	ENSG00000245261
awhole	11	261	0.22832918228688798	0.0527485963968449	0.1861477936526	0.307	0.4	False	0.003	False	0.00266289114351426	False	0.0	ENSG00000225889
chr7	1	1	0.6720918262553139	0.13855538033801998	0.327908173744686	0.6779999999999999	0.348	True	0.0	False	1.57518885024466e-06	False	0.0	ENSG00000272462
awhole	613	3	0.0648644861188858	0.0101071931708936	0.0393887308334002	0.106	0.049	True	0.004	False	0.004714489677772771	False	0.0	ENSG00000231721
awhole	20	2	0.22446511855294396	0.0478223711319858	-0.125268610579086	0.192	0.163	False	0.0	False	2.64724397460725e-05	False	0.0	ENSG00000254876
chr9	1	1	0.0549132955703793	0.236828729613484	0.945086704429621	0.05	0.031	True	0.0	False	1.74139595232603e-06	False	0.0	ENSG00000282907
awhole	68	4	0.62419259692973	0.0167247481100234	0.011138747528583999	0.542	0.42700000000000005	True	0.001	False	0.000280931637754334	False	0.0	ENSG00000271533
chr1	1	1	0.643746735723893	0.14104708859339402	0.35625326427610704	0.6409999999999999	0.318	True	0.0	False	2.81977060223593e-06	False	0.0	ENSG00000203808
awhole	15	21	0.230230923946659	0.0409858622838159	0.128643340188547	0.39399999999999996	0.293	True	0.0	False	0.000503771412105891	False	0.0	ENSG00000253636
awhole	8	186	0.446968429733428	0.0412355237606867	0.0745499290680667	0.684	0.313	True	0.004	False	0.0035554164583579996	False	0.0	ENSG00000224790
awhole	11	50	0.39412837868235795	0.0544932120823221	0.20980456196551897	0.305	0.061	True	0.002	False	0.0007642746379384889	False	0.0	ENSG00000226686
chr8	3	2	0.0072296862566353405	0.189378108193538	-0.7295717028367579	0.017	0.005	False	0.0	False	0.000116718341451327	False	0.0	ENSG00000246366
awhole	36	97	0.7707400467313291	0.0232523024950001	-0.0900041814712873	0.534	0.455	False	0.004	False	0.0038003320207460295	False	0.0	ENSG00000265148
awhole	4	9	0.22991531517688302	0.133905475322211	-0.535723247843432	0.0659999999999999	0.002	False	0.001	False	0.000199816400029529	False	0.0	ENSG00000242516
awhole	26	36	0.19709517697943602	0.053203553965277	-0.211957288222718	0.069	0.217	False	0.0	False	0.00054154795078265	False	0.0	ENSG00000254560
chr17	1	48	0.131077217006924	0.219354104359447	-0.868922782993076	0.109	0.22399999999999998	False	0.001	False	0.000377864123880522	False	0.0	ENSG00000268119
awhole	5	5	0.9879483097083589	0.0336336704434392	0.00928028350205201	0.98	0.48100000000000004	False	0.0	False	0.000110037479287284	False	0.0	ENSG00000235244
chr12	2	1	0.16412492213112	0.149881873072837	0.537986334738117	0.174	0.111	True	0.0	False	4.126791651737349e-06	False	0.0	ENSG00000257252
awhole	336	3	0.38939531291635404	0.008375596405846359	-0.0285766963045717	0.435	0.198	False	0.00700000000000001	False	0.00699517362802871	False	0.0	ENSG00000197989
awhole	293	1751	0.10761502490021901	0.0165339514071246	0.0649750989522371	0.0600000000000001	0.0	True	0.028999999999999998	False	0.00393794594747265	False	6.4355805606834995	ENSG00000204054
chr17	1	2	0.570274937224879	0.148922321467485	0.429725062775121	0.556	0.282	True	0.0	False	1.99621797167815e-05	False	0.0	ENSG00000279692
awhole	4	4	0.339476381716552	0.0661298681517542	0.176240868755879	0.591	0.297	True	0.0	False	8.25991047292973e-06	False	0.0	ENSG00000227115
chr6	2	1	0.765875314100162	0.0784468703968829	0.123158001395256	0.789	0.35600000000000004	True	0.0	False	3.887447960426731e-06	False	0.0	ENSG00000268201
chr11	1	1	0.0199943855284204	0.244618997082689	0.98000561447158	0.019	0.011000000000000001	True	0.0	False	1.76923515038396e-06	False	0.0	ENSG00000249685
awhole	2	12	0.50912811233974	0.098925012370709	0.355941123728745	0.5539999999999999	0.4	True	0.0	False	4.22367254706568e-05	False	0.0	ENSG00000272858
chr22	2	1	0.15547042583609502	0.152032690879506	0.549407058079752	0.18100000000000002	0.10300000000000001	True	0.0	False	0.000108658332500289	False	0.0	ENSG00000262185
awhole	20	217	0.25910026535369696	0.0404737249380736	0.124780933052492	0.281	0.251	True	0.004	False	0.0025198116217271	False	0.0	ENSG00000251666
awhole	20	8	0.49844350035735296	0.030758497834329	-0.079129564214115	0.534	0.213	False	0.0	False	0.00013375554468453301	False	0.0	ENSG00000248724
awhole	17	2	0.31912659388114195	0.0426147077278222	0.16443230651237398	0.298	0.109	True	0.0	False	0.000237091107355925	False	0.0	ENSG00000226674
awhole	62	16	0.22512566402247197	0.0155644010961596	-0.00315205602761481	0.636	0.369	False	0.0	False	0.000886965973113218	False	0.0	ENSG00000258727
awhole	3	19	0.0497814242526551	0.156071805026539	-0.5689320349520289	0.049	0.028999999999999998	False	0.0	False	0.000149790363805691	False	0.0	ENSG00000243004
awhole	75	210	0.962520812380283	0.009989756516872129	-0.0386118036148699	0.895	0.174	False	0.00900000000000001	False	0.00712821936261188	False	0.0	ENSG00000267586
chr9	1	1	0.0118159279158032	0.246924433791297	-0.988184072084197	0.0070000000000000106	0.0070000000000000106	False	0.0	False	2.02319861675182e-06	False	0.0	ENSG00000267317
awhole	3	2	0.423785136675635	0.10389267447678	0.4165347103042371	0.325	0.111	True	0.0	False	3.3115271682260196e-05	False	0.0	ENSG00000261596
chr1	1	1	0.37189537532797606	0.17426116050307003	-0.628104624672024	0.373	0.193	False	0.0	False	1.17691280121512e-06	False	0.0	ENSG00000269653
chr2	1	13	0.119343696665644	0.22206137343854002	0.880656303334356	0.11199999999999999	0.092	True	0.0	False	4.981140515936121e-05	False	0.0	ENSG00000260423
awhole	4	496	0.8502603980867909	0.0474535801341954	-0.00641048324895066	0.897	0.359	True	0.01	False	0.00613851667123644	False	0.0	ENSG00000281103
awhole	2	5	0.6195073697043261	0.0885270386583636	-0.14947579344656198	0.6890000000000001	0.43200000000000005	True	0.0	False	3.06015065263399e-05	False	0.0	ENSG00000269399
chr10	1	1	0.9949790063967	0.12500317424438	0.00502099360329966	0.993	0.486	True	0.0	False	6.49489345172505e-06	False	0.0	ENSG00000277959
chr6	1	3	0.29080741643054603	0.188069830911378	0.7091925835694541	0.292	0.087	True	0.0	False	2.50635254401832e-05	False	0.0	ENSG00000273374
awhole	11	84	0.333234629882122	0.0606788247878104	-0.22421484070354397	0.207	0.499	False	0.0	False	0.00114980309999213	False	0.0	ENSG00000260942
chr9	1	1	0.272115444984797	0.19129124999331895	0.7278845550152031	0.252	0.145	True	0.0	False	2.54344968964038e-06	False	0.0	ENSG00000226266
chr8	1	2	0.823827311971683	0.12863722128301802	-0.17617268802831698	0.8290000000000001	0.408	False	0.0	False	4.3337874554572096e-06	False	0.0	ENSG00000259495
awhole	4	3	0.967875336586191	0.0407342940045534	-0.0201082293623629	0.9540000000000001	0.474	False	0.0	False	8.4817536625259e-06	False	0.0	ENSG00000279838
awhole	2	246	0.6125838908051221	0.10477669984234199	0.408472604168275	0.508	0.098	True	0.001	False	0.00133853160379993	False	0.0	ENSG00000232233
awhole	15876	297	0.0	0.0225122778617587	0.0901017403600688	0.0	0.0	True	0.10300000000000001	False	0.0612813969547289	False	1.91242979988663	ENSG00000261553
awhole	130	4	0.15521396917124697	0.0155030412259417	0.0546964160958838	0.331	0.141	True	0.002	False	0.00219237842159159	False	0.0	ENSG00000245910
awhole	266	313	0.0012199984954322	0.0307986927335164	0.125791162637759	0.001	0.0	True	0.0669999999999999	False	0.0658877143064192	False	0.0	ENSG00000230630
awhole	2542	1021	6.30962793124468e-07	0.0179626006626144	0.0714986759824372	0.0	0.0	True	0.043	False	0.00390254040157068	False	3.42492703372478	ENSG00000260032
awhole	4	24	0.345296374308291	0.0708492829622883	0.11624127935138302	0.535	0.023	True	0.0	False	0.00010195825846504001	False	0.0	ENSG00000231473
chr12	1	2	0.8195366025035601	0.129391485234741	0.18046339749644	0.794	0.433	False	0.0	False	4.0442599911760795e-05	False	0.0	ENSG00000257167
awhole	14	40	0.315765001473578	0.0438593312348395	-0.16225814729615698	0.376	0.397	True	0.003	False	0.000986019077258149	False	0.0	ENSG00000226383
chr16	1	2	0.562204271895968	0.148922321467485	-0.43779572810403206	0.5479999999999999	0.209	False	0.0	False	5.26908036668772e-06	False	0.0	ENSG00000229525
chr5	1	1	0.25384113659479396	0.19427884193881895	-0.7461588634052059	0.24600000000000002	0.126	False	0.0	False	3.43729197049836e-06	False	0.0	ENSG00000269176
awhole	839	6753	0.0075765340065424595	0.0159743635589618	0.0636738601092084	0.0	0.0	True	0.212	False	0.0262682097074789	False	2.0028367758749397	ENSG00000276107
awhole	82	47	0.40352676716547997	0.0150461428168347	0.0464984776975323	0.527	0.139	True	0.001	False	0.00219823664795937	False	0.0	ENSG00000221817
awhole	36	2754	0.47516279644538106	0.0320091107360838	0.12265597318367802	0.26	0.006	True	0.081	False	0.00438940492182882	False	10.204823212561699	ENSG00000261051
awhole	9	7	0.920867562947893	0.0299249945761716	0.10582505175105499	0.8809999999999999	0.139	True	0.0	False	5.46728326251689e-05	False	0.0	ENSG00000257509
awhole	8	11	0.7470208160036659	0.0439995282785129	-0.0201355558641447	0.614	0.39799999999999996	False	0.0	False	0.000130956570882024	False	0.0	ENSG00000273002
awhole	10143	313	0.0	0.0121666835818439	0.0484743266092078	0.0	0.0	True	0.214	False	0.148693737707767	False	1.5093311193374	ENSG00000258399
awhole	21	24	0.315259227070674	0.0435116620114013	0.12007603025251401	0.21100000000000002	0.34700000000000003	True	0.0	False	0.00034439297953847703	False	0.0	ENSG00000232977
chr1	7	1	0.699320696884416	0.038978995473217995	-0.0815423156381043	0.8190000000000001	0.37200000000000005	False	0.0	False	8.29151795803673e-05	False	0.0	ENSG00000215256
chr5	2	1	0.5022578283646121	0.0938238223839001	-0.2662696517322	0.584	0.267	False	0.0	False	5.1008466438462505e-06	False	0.0	ENSG00000228063
awhole	6	63	0.165701235994522	0.0831782368289359	-0.328324672610389	0.212	0.5	True	0.0	False	0.0005334129867767821	False	0.0	ENSG00000232117
chr7	1	1	0.494967751710926	0.1566162510257	0.505032248289074	0.495	0.27	True	0.0	False	5.45354227432515e-06	False	0.0	ENSG00000269578
chr2	100	1	0.573219753596547	0.013935301545543	0.0465180003219656	0.524	0.207	True	0.003	False	0.00156488949406453	False	0.0	ENSG00000224186
chr13	1	3	0.406468056950545	0.16906620754143	-0.593531943049455	0.414	0.1	False	0.001	False	1.97351747652785e-05	False	0.0	ENSG00000261168
awhole	7	9	0.0346913828659287	0.0965516639441266	0.38431075138294607	0.094	0.012	True	0.001	False	0.000120139335222258	False	0.0	ENSG00000259518
chr12	1	1	0.44016271611120394	0.16389585845321603	0.5598372838887961	0.43	0.209	True	0.0	False	1.25829758909068e-05	False	0.0	ENSG00000256628
awhole	33	79	0.743707522800643	0.0246054026741002	0.0367484746704094	0.494	0.18100000000000002	True	0.002	False	0.0012446502964866802	False	0.0	ENSG00000276170
chr2	12	1	0.8045982476243358	0.0252010369712951	-0.0317968535264486	0.9129999999999999	0.40299999999999997	False	0.0	False	2.9975616134603197e-05	False	0.0	ENSG00000245275
awhole	15	209	0.8216680023932191	0.0311408417872363	0.0192621013453791	0.674	0.361	False	0.004	False	0.00444890303479817	False	0.0	ENSG00000274712
awhole	63	11	0.675138856535133	0.0168434260238789	0.0623429685459045	0.586	0.24100000000000002	True	0.001	False	0.000483808619787141	False	0.0	ENSG00000234690
chr15	1	3	0.46117542524971594	0.16056233199640196	-0.538824574750284	0.435	0.158	False	0.0	False	9.76554945353314e-06	False	0.0	ENSG00000259690
awhole	199	16	0.0140170104784211	0.0340709796430146	0.134907500503534	0.001	0.0	True	0.003	False	0.0015711916791467698	False	0.0	ENSG00000235257
awhole	9	468	0.5021476522763421	0.0527546911505325	0.168756330491382	0.435	0.39299999999999996	True	0.00700000000000001	False	0.00478155399303615	False	0.0	ENSG00000232940
awhole	101	5	0.39704777925706697	0.0175843840123406	0.0740187304498332	0.3	0.105	True	0.00700000000000001	False	0.00266366723246114	False	0.0	ENSG00000236333
awhole	2	2	0.5635951092065029	0.10110883950001699	0.0859667012271883	0.519	0.386	True	0.0	False	9.23489583715131e-06	False	0.0	ENSG00000256588
awhole	7	57	0.748635950172172	0.0410332101062745	-0.0832770274667232	0.747	0.27399999999999997	True	0.002	False	0.0009333211801848539	False	0.0	ENSG00000263120
awhole	149	53	0.194087528704059	0.0175319621868055	-0.0656501599342472	0.179	0.014	False	0.00900000000000001	False	0.00397541707900861	False	0.0	ENSG00000233937
awhole	14	7	0.21870850399973701	0.0429942545089861	0.151945933809684	0.39	0.146	True	0.0	False	6.31250824350005e-05	False	0.0	ENSG00000228741
awhole	306	6970	0.0163956340231678	0.0216039270413301	0.0852526931303721	0.008000000000000009	0.0	True	0.398	False	0.34156732034139703	False	0.8256283413598678	ENSG00000250303
chr1	3	1	0.800909803669649	0.0683040139480705	-0.017386432393376998	0.708	0.484	False	0.0	False	2.20759902975765e-05	False	0.0	ENSG00000268858
awhole	6	4	0.640115688118031	0.0496358609873037	-0.181760228780511	0.64	0.126	False	0.0	False	3.6065683422070706e-05	False	0.0	ENSG00000262155
chr3	4	1	0.698590119460331	0.0641458674197549	-0.17860903027081895	0.642	0.272	False	0.0	False	5.4262325184239995e-06	False	0.0	ENSG00000279948
awhole	4	14	0.952511562971792	0.042141667687449	-0.0120160731942729	0.94	0.171	False	0.0	False	0.000153917392157088	False	0.0	ENSG00000260711
chr12	5	1	0.47356323197914296	0.0829776107258573	-0.272258953832176	0.267	0.152	False	0.0	False	2.2472077542357e-05	False	0.0	ENSG00000275854
chr8	4	1	0.517156422394587	0.0805327048910962	-0.278950416758774	0.439	0.179	False	0.0	False	1.4386167550783898e-05	False	0.0	ENSG00000225377
chr1	1	1	0.3807603163576961	0.17286585708503197	0.619239683642304	0.371	0.182	True	0.0	False	1.29741581844645e-06	False	0.0	ENSG00000279259
chr13	1	1	0.15324811771726599	0.213987875657802	-0.846751882282734	0.156	0.106	False	0.0	False	1.11835571665608e-05	False	0.0	ENSG00000268798
awhole	4	196	0.536187892046161	0.0619465805537654	0.182009165905064	0.644	0.122	True	0.002	False	0.00223956654972313	False	0.0	ENSG00000235072
awhole	33	2	0.666032952897161	0.0264226002686458	-0.0198912333506325	0.43200000000000005	0.419	False	0.0	False	7.66955289384086e-05	False	0.0	ENSG00000267274
