chr.names	query.population	reference.population	relative.distances.ks.p.value	relative.distances.ecdf.deviation.area	relative.distances.ecdf.area.correlation	relative.distances.ecdf.deviation.area.p.value	scaled.absolute.min.distance.sum.p.value	scaled.absolute.min.distance.sum.lower.tail	jaccard.measure.p.value	jaccard.measure.lower.tail	projection.test.p.value	projection.test.lower.tail	projection.test.obs.to.exp	lnc
awhole	2	1856	0.466754235626951	0.125056271461862	-0.5069861966304501	0.354	0.267	False	0.004	False	0.00613526838779666	False	0.0	ENSG00000234155
awhole	2	515	0.182639653031663	0.159613971296102	-0.626060726614647	0.14300000000000002	0.345	False	0.003	False	0.00239514410410124	False	0.0	ENSG00000279179
awhole	5	908	0.93609885212356	0.0379141733587199	0.13580563169533902	0.927	0.21899999999999997	False	0.01	False	0.00928148027312692	False	0.0	ENSG00000259485
awhole	47	24	0.57837487805088	0.0251581604106996	-0.0926240221031083	0.337	0.222	False	0.001	False	0.00133392246924724	False	0.0	ENSG00000260804
chr11	10	1	0.0991432540800942	0.0597797431242137	-0.120175333128102	0.263	0.27	False	0.001	False	0.00027349453035885297	False	0.0	ENSG00000205885
chr2	1	609	0.0239601170124852	0.244618997082689	-0.976039882987515	0.015	0.215	False	0.003	False	0.00132113356339914	False	0.0	ENSG00000278376
awhole	69	85	0.6658126359333979	0.0161936056353673	0.0607124167384567	0.532	0.2	True	0.001	False	0.00105374906620925	False	0.0	ENSG00000260448
awhole	94	17	0.0906617863211052	0.0306761509742288	0.118332367356845	0.049	0.098	True	0.001	False	0.000473130868400728	False	0.0	ENSG00000230084
chr5	1	2	0.49319697656673106	0.157646967902195	-0.506803023433269	0.45799999999999996	0.413	False	0.0	False	2.59449441997184e-06	False	0.0	ENSG00000280035
awhole	5	27	0.710726424744974	0.0527033704629643	-0.198609959998474	0.6920000000000001	0.434	False	0.002	False	0.00112449756011102	False	0.0	ENSG00000277829
chr17	1	456	0.172911360789552	0.21072404862351998	0.827088639210448	0.158	0.055	True	0.004	False	0.0029739924387058897	False	0.0	ENSG00000267429
awhole	3	4	0.14094295347492902	0.11165232436416499	-0.32228919867781	0.255	0.172	False	0.0	False	2.5147297031624698e-05	False	0.0	ENSG00000255176
awhole	2	12	0.591459763863334	0.0918025209938167	0.143893231729236	0.613	0.321	False	0.0	False	7.797234831596891e-05	False	0.0	ENSG00000275216
awhole	4	682	0.8535515958513922	0.0489378135335293	-0.0306677813574399	0.873	0.282	True	0.012	False	0.00829302997169334	False	0.0	ENSG00000259863
awhole	53	100	0.43347266824021	0.0214585750638609	0.0841567432650043	0.398	0.44799999999999995	False	0.004	False	0.00476483724784327	False	0.0	ENSG00000248429
chr7	1	1	0.0972133384255653	0.22713254480372697	0.9027866615744351	0.085	0.045	True	0.0	False	0.000340862081277704	False	0.0	ENSG00000240990
awhole	23	967	0.6181547460595931	0.0257603754194093	-0.0794806988633276	0.627	0.377	True	0.01	False	0.00915502579086502	False	0.0	ENSG00000257681
awhole	3	904	0.41692676324969	0.0998252590143271	0.37772150265636295	0.319	0.423	True	0.0060000000000000105	False	0.0100457294846149	False	0.0	ENSG00000236901
awhole	3	62	0.665789638462603	0.0630660357145733	0.15510157681313097	0.7959999999999999	0.09	True	0.001	False	0.00147138226351906	False	0.0	ENSG00000278932
awhole	3	3	0.57299383960529	0.0686182547552541	-0.130321608174842	0.73	0.36200000000000004	False	0.0	False	5.48856907889306e-06	False	0.0	ENSG00000235100
awhole	1488	1007	1.02443242777639e-09	0.0268055077945407	0.10716923764509599	0.0	0.0	True	0.0620000000000001	False	0.0498902912484767	False	2.44716364010289	ENSG00000228526
awhole	619	1489	0.0035549182470870897	0.0180558414357109	0.0722629120810763	0.002	0.0	True	0.03	False	0.00546580103701721	False	4.34163420372061	ENSG00000206337
awhole	2	18	0.0644418498510473	0.19314032740480702	0.7660503282471409	0.0610000000000001	0.075	True	0.0	False	3.53213870307734e-05	False	0.0	ENSG00000279344
awhole	3	398	0.0964271710672242	0.171874031346312	-0.688633186016353	0.033	0.341	False	0.0060000000000000105	False	0.0068514229774601105	False	0.0	ENSG00000204261
chr14	22	1	0.0288717793224958	0.0604088972738242	-0.22865948522589102	0.05	0.035	False	0.002	False	0.0011367498818009	False	0.0	ENSG00000282943
chr5	1	2832	0.0619043847839285	0.234948947742659	0.9380956152160721	0.0610000000000001	0.028999999999999998	True	0.00900000000000001	False	0.00951663307512496	False	0.0	ENSG00000267504
awhole	34375	39547	1.51650627278066e-07	0.0049558434920254	0.019462905412243	0.0	0.0	True	0.0	False	0.0	False	1.9586512822246298	ENSG00000255717
awhole	6	5	0.012562318574958	0.11904135798694501	0.462452064602612	0.0679999999999999	0.021	True	0.0	False	3.31573423375531e-05	False	0.0	ENSG00000279757
chr17	1	476	0.693722004346256	0.137204812769251	0.306277995653744	0.682	0.37799999999999995	True	0.0070000000000000106	False	0.00423138155303138	False	0.0	ENSG00000280028
awhole	22	240	0.13917597218163097	0.0381142254834849	0.123293480879073	0.292	0.467	True	0.0	False	0.00234489610583455	False	0.0	ENSG00000264672
chr7	4	1	0.530436755399225	0.0699354777191798	0.0137660962414157	0.536	0.49	True	0.0	False	3.79048889709299e-06	False	0.0	ENSG00000234405
awhole	6	4	0.06923412450403	0.14104190663642702	-0.55954943129374	0.01	0.0070000000000000106	False	0.0	False	0.00030400176811129503	False	0.0	ENSG00000261438
awhole	4	4	0.120247566490718	0.12979283639059	-0.511232213676314	0.08900000000000001	0.046	False	0.0	False	4.6276941176204296e-05	False	0.0	ENSG00000268912
awhole	2	2	0.339728080299752	0.133612384535005	0.528502838671343	0.28300000000000003	0.113	True	0.0	False	8.52678277829533e-06	False	0.0	ENSG00000272145
chr1	3	1	0.9177025439641211	0.0517576872763611	-0.13372874550711503	0.917	0.397	False	0.0	False	1.81959445599844e-06	False	0.0	ENSG00000234614
awhole	3	14	0.274484163371352	0.0966603699462356	0.332387140480465	0.37799999999999995	0.121	True	0.001	False	0.000528431619102321	False	0.0	ENSG00000278934
chr1	1	1	0.5923655184922281	0.14562953507594	-0.40763448150777204	0.557	0.267	False	0.0	False	1.64607121482252e-05	False	0.0	ENSG00000245017
awhole	126	32	0.0860748841867905	0.0349521240176547	0.13110118545712401	0.005	0.09300000000000001	True	0.001	False	0.00336074394780073	False	0.0	ENSG00000224259
awhole	13	529	0.545757444685096	0.0465266914671211	0.147636225338417	0.35	0.066	True	0.005	False	0.00268103415964838	False	0.0	ENSG00000274737
chr10	1	1	0.26672090886773603	0.193010439242467	-0.733279091132264	0.282	0.15	False	0.0	False	1.12857181955306e-06	False	0.0	ENSG00000253263
chr19	1	1	0.503331046421267	0.15588533609649	0.496668953578733	0.494	0.215	True	0.0	False	3.83843655460403e-06	False	0.0	ENSG00000276529
chr2	1	8	0.525497962458351	0.153229800579222	-0.474502037541649	0.49700000000000005	0.28800000000000003	False	0.0	False	4.62192365180414e-05	False	0.0	ENSG00000249395
chr1	1	1	0.0776138966200277	0.23123113703082301	-0.922386103379972	0.0629999999999999	0.035	False	0.0	False	8.073702151278891e-07	False	0.0	ENSG00000267547
awhole	2	25	0.559761074812973	0.11610911457718301	-0.00646811593260876	0.42	0.228	False	0.0	False	0.00036936841920276497	False	0.0	ENSG00000273723
awhole	125	64	0.43077628425896397	0.0085166675304875	-0.0022262519411908603	0.818	0.237	True	0.01	False	0.00925600906547563	False	0.0	ENSG00000279041
awhole	5	5	0.142555272306743	0.0904040816714883	0.193765457032675	0.22399999999999998	0.203	True	0.0	False	7.753569386848008e-05	False	0.0	ENSG00000275437
awhole	3	2	0.651171731385518	0.0705887907463648	0.221434768086216	0.695	0.23399999999999999	True	0.0	False	2.46988703556106e-06	False	0.0	ENSG00000259065
chr14	7	1	0.946855263655521	0.0378611189101975	-0.00525130969652721	0.8190000000000001	0.483	False	0.0	False	2.34107606084111e-05	False	0.0	ENSG00000234129
chr16	1	1	0.316501193374751	0.18355139972706896	-0.6834988066252491	0.27899999999999997	0.16399999999999998	False	0.0	False	1.5519434189315e-05	False	0.0	ENSG00000277969
chr7	1	171	0.936095713677769	0.125550963789089	-0.063904286322231	0.924	0.084	True	0.0	False	0.0009096998014502811	False	0.0	ENSG00000273151
awhole	22	822	0.705035247786404	0.0281135159180176	-0.0825805781676654	0.56	0.40700000000000003	True	0.00800000000000001	False	0.0061633840446752	False	0.0	ENSG00000225300
awhole	2	13	0.7861772623240421	0.07583063819769599	-0.156531879016443	0.852	0.225	True	0.001	False	0.00011438500966343101	False	0.0	ENSG00000238009
awhole	2	839	0.247095238703738	0.132061096377241	0.346511367102032	0.308	0.266	True	0.0	False	0.00104708616772231	False	0.0	ENSG00000255970
awhole	43	332	0.6259701784048559	0.0241759670769353	-0.0936003671636274	0.41200000000000003	0.21899999999999997	False	0.005	False	0.00315583239871065	False	0.0	ENSG00000258302
chr6	2	1	0.0259225926438487	0.21403040879257001	-0.853482511873896	0.017	0.013000000000000001	False	0.0	False	2.37696456006908e-06	False	0.0	ENSG00000245904
awhole	195	4	0.333815344108035	0.011343124707937	-0.0339330829670299	0.395	0.11900000000000001	False	0.004	False	0.00675253376503582	False	0.0	ENSG00000257621
awhole	746	445	0.0047333487990133295	0.018362461504306	0.0739949293479101	0.0	0.0	True	0.047	False	0.00493632659856069	False	5.94055372257228	ENSG00000227398
chr12	1	1	0.0652691189783698	0.23413927336427695	0.93473088102163	0.083	0.032	True	0.0	False	8.09602324758352e-06	False	0.0	ENSG00000269834
chr19	1	1	0.965202951959015	0.125056271461862	0.0347970480409847	0.9590000000000001	0.485	True	0.0	False	4.04315317092951e-06	False	0.0	ENSG00000248671
chr14	1	1	0.00848208579601106	0.248620616929637	0.991517914203989	0.002	0.004	True	0.0	False	1.57599159625876e-05	False	0.0	ENSG00000246084
awhole	21	111	0.7731758403361179	0.0208721436984942	0.0370104573944123	0.847	0.038	True	0.001	False	0.000586455829648003	False	0.0	ENSG00000249096
awhole	2	1016	0.9147024185215891	0.0684291452912667	-0.0605647123034003	0.932	0.466	True	0.0070000000000000106	False	0.0113302708985117	False	0.0	ENSG00000280432
awhole	181	4	2.8782798366933104e-10	0.0722830515784477	0.27904264991667604	0.0	0.0	True	0.0	False	0.000264479708453003	False	0.0	ENSG00000258526
awhole	12	4	0.368094401499089	0.039346906402039	-0.145574295913411	0.535	0.358	False	0.0	False	3.39416239729662e-05	False	0.0	ENSG00000230333
awhole	2	715	0.5074571802859029	0.123624133896003	-0.0023681327026567897	0.35600000000000004	0.109	True	0.004	False	0.00391450069554244	False	0.0	ENSG00000268069
awhole	17535	91701	0.7590802688864119	0.000709632376021795	0.000411741242847707	0.866	0.0	True	0.0	False	0.0	False	1.6812313808972201	ENSG00000177410
awhole	2	108	0.722724292566119	0.079893532868605	0.19863123241517303	0.789	0.38799999999999996	True	0.001	False	0.00123356512687911	False	0.0	ENSG00000261616
awhole	25	3	0.134679388818677	0.04494739124933599	0.14088738180292001	0.17800000000000002	0.133	True	0.004	False	0.0020233699946306	False	0.0	ENSG00000234912
chr8	1	2734	0.217179011072141	0.201293907901382	-0.7828209889278591	0.19899999999999998	0.133	False	0.0060000000000000105	False	0.00696196428358331	False	0.0	ENSG00000245468
chr6	1	1	0.24286844197649501	0.196353191993913	0.7571315580235051	0.243	0.135	True	0.0	False	8.869712927239698e-06	False	0.0	ENSG00000227375
awhole	2567	19550	0.00944232008043144	0.0073981261916532	0.0299262385696175	0.015	0.0	True	0.1	False	0.0817944329660536	False	1.29737367922579	ENSG00000235437
chr3	1	3	0.0431702262183613	0.23956140585769	-0.956829773781639	0.043	0.021	False	0.0	False	2.87449705316245e-06	False	0.0	ENSG00000280054
chr6	1	1	0.7405671905665551	0.133604461047144	0.259432809433445	0.747	0.36	True	0.0	False	2.03505756668498e-05	False	0.0	ENSG00000272914
awhole	63	44	0.28565244591144895	0.0164750806788939	0.050245587865881	0.596	0.341	True	0.0	False	0.00122131331951336	False	0.0	ENSG00000262001
awhole	1955	8	6.64951540765291e-05	0.0116700857877535	-0.0408139095874898	0.001	0.002	False	0.024	False	0.0208755633875399	False	0.0	ENSG00000231721
awhole	5	114	0.8643780653314179	0.0519117075517282	0.157183669101307	0.74	0.092	True	0.002	False	0.00115022288421862	False	0.0	ENSG00000213888
awhole	2	235	0.0836115636974331	0.193633635943544	-0.7714161548590541	0.053	0.165	False	0.003	False	0.0024183875005046	False	0.0	ENSG00000235026
chr17	1	6	0.180149960894522	0.209224067672913	-0.819850039105478	0.17600000000000002	0.21100000000000002	True	0.0	False	0.000125129956852765	False	0.0	ENSG00000242258
chr15	1	1	0.334842316624037	0.18022292461200604	0.665157683375963	0.33899999999999997	0.18899999999999997	True	0.0	False	3.12674068345675e-05	False	0.0	ENSG00000247151
awhole	18	444	0.0231829644799829	0.0825354496140673	0.330188009432559	0.011000000000000001	0.264	True	0.005	False	0.00614248781938698	False	0.0	ENSG00000249328
chr13	2	1	0.456792108484677	0.11587160514102901	-0.0917453036579727	0.41600000000000004	0.4	False	0.0	False	3.51507899154502e-06	False	0.0	ENSG00000267827
awhole	64	115	0.25742799033194896	0.0260813320298024	0.0930315902506296	0.179	0.271	False	0.002	False	0.00658961074345188	False	0.0	ENSG00000229563
chr13	1	1	0.195397396992531	0.205832212445496	-0.8046026030074692	0.18600000000000003	0.09699999999999999	False	0.0	False	3.24751613107743e-05	False	0.0	ENSG00000237361
chr9	1	10	0.0110551442616984	0.246924433791297	0.988944855738302	0.013000000000000001	0.005	True	0.0	False	0.000413614054357359	False	0.0	ENSG00000272501
awhole	20	16	0.28968543063880203	0.0341462356408086	0.11979448263752	0.43200000000000005	0.091	True	0.0	False	0.000101725579395584	False	0.0	ENSG00000265148
awhole	3	2	0.7283164488067501	0.0689688151904993	0.00338965253373535	0.6990000000000001	0.479	True	0.0	False	6.530353258848989e-05	False	0.0	ENSG00000242516
awhole	5	3	0.778534793131019	0.0565710094170929	-0.22503824005751996	0.638	0.218	False	0.0	False	5.23813961554875e-05	False	0.0	ENSG00000254560
awhole	29	32	0.7306696858988041	0.018040170796953	0.00970645494355615	0.828	0.43	True	0.0	False	0.00016497959308892099	False	0.0	ENSG00000235244
awhole	2	180	0.364521792808976	0.11595410398572599	0.410403413632011	0.387	0.21600000000000003	True	0.002	False	0.0008620771391981701	False	0.0	ENSG00000232671
chr4	2	1	0.8244372568635442	0.0747064408579889	0.200147107564928	0.845	0.301	True	0.0	False	2.1764884119423998e-06	False	0.0	ENSG00000254791
awhole	3	70	0.125511768702911	0.11143068742180501	0.42272433452201597	0.261	0.33899999999999997	True	0.001	False	0.00110310713413186	False	0.0	ENSG00000214248
chr12	1	231	0.9272314251661329	0.125550963789089	0.0727685748338671	0.914	0.18899999999999997	False	0.003	False	0.00149302223714964	False	0.0	ENSG00000260296
awhole	3297	5515	0.00013219208241721498	0.00925237541338024	0.0368860230649493	0.0	0.0	True	0.035	False	0.000704739542531918	False	2.18119732612438	ENSG00000197989
awhole	254	53	0.0206516892905205	0.0246717623516746	0.0988179858254146	0.003	0.0	True	0.00800000000000001	False	0.00893638980751998	False	0.0	ENSG00000204054
chr1	1	1	0.11301691185134402	0.223097194774904	0.8869830881486559	0.105	0.057	True	0.0	False	1.10862775815068e-06	False	0.0	ENSG00000250548
awhole	1501	19351	0.957517445831614	0.00251040293004895	0.0017465399092442301	0.82	0.0	True	0.105	False	0.0067633712752014396	False	2.31022825003788	ENSG00000226419
chr5	1	1	0.749570932042485	0.1328125	0.250429067957515	0.742	0.37200000000000005	True	0.0	False	1.32754385395728e-06	False	0.0	ENSG00000270956
awhole	40	15	0.0803430065189769	0.0301536530947259	0.093285668189953	0.24100000000000002	0.125	True	0.002	False	0.000687004863968665	False	0.0	ENSG00000268895
chr2	3	1	0.6005133914717901	0.0681272861166328	-0.19747736117260198	0.728	0.303	False	0.0	False	2.74240988604735e-05	False	0.0	ENSG00000249825
chr5	1	1	0.658960004678683	0.13976953942505801	0.341039995321317	0.679	0.316	True	0.0	False	8.31780589072295e-07	False	0.0	ENSG00000254048
chr5	1	1335	0.0532804096942412	0.236828729613484	-0.946719590305759	0.045	0.42	False	0.011000000000000001	False	0.0088781836340075	False	0.0	ENSG00000225670
awhole	2	59	0.784741111419826	0.0802080555669711	-0.0707191117241226	0.78	0.311	False	0.0	False	9.474853966140451e-05	False	0.0	ENSG00000274828
chr17	1	4	0.394311823108681	0.171253440831112	0.605688176891319	0.387	0.405	True	0.0	False	0.00020003016907521598	False	0.0	ENSG00000246022
awhole	4	5	0.849182082233336	0.0570536452836985	0.221301743245745	0.72	0.22399999999999998	True	0.0	False	4.24246752694923e-05	False	0.0	ENSG00000268061
awhole	4	2	0.628939392500915	0.0573617711055303	-0.176793846856163	0.728	0.292	False	0.0	False	8.26918358798334e-06	False	0.0	ENSG00000267586
awhole	12	259	0.218272191483861	0.0419786364712219	0.12721948347887	0.45899999999999996	0.043	True	0.001	False	0.00197681228728119	False	0.0	ENSG00000272686
chr2	1	46	0.404034916409154	0.16906620754143	-0.5959650835908461	0.38	0.055	False	0.0	False	0.000312072747410186	False	0.0	ENSG00000260423
awhole	3	190	0.863721901007898	0.0549587633157337	0.0115863344460951	0.909	0.391	False	0.002	False	0.0008948288358296971	False	0.0	ENSG00000267414
chr15	1	642	0.723245994099468	0.134230261635838	0.27675400590053195	0.7140000000000001	0.488	True	0.003	False	0.00244135794906752	False	0.0	ENSG00000280053
chr4	1	17	0.35031533647403396	0.177574160174249	0.649684663525966	0.35	0.301	True	0.0	False	1.89154820460224e-05	False	0.0	ENSG00000272361
chr11	4	1	0.9632703191019459	0.0390812487747403	-0.108355948081965	0.9690000000000001	0.34700000000000003	False	0.0	False	6.01094436769589e-06	False	0.0	ENSG00000258891
awhole	11	76	0.278419553103246	0.0451883214885877	-0.0918562674501431	0.444	0.10099999999999999	False	0.005	False	0.0016215964108419198	False	0.0	ENSG00000260942
chr14	7	1	0.603756118221143	0.0485436070342481	0.11486468947735401	0.579	0.297	True	0.0	False	1.31440882322753e-05	False	0.0	ENSG00000259062
awhole	35	20	0.5707685207707139	0.0233968504944984	-0.0324639767717754	0.509	0.18600000000000003	False	0.0	False	0.00027918336082788397	False	0.0	ENSG00000249464
chr8	1	489	0.815579980268681	0.129391485234741	-0.184420019731319	0.8190000000000001	0.083	False	0.002	False	0.00218520036250025	False	0.0	ENSG00000259495
chr3	1	5	0.788355924340688	0.130862945422707	0.21164407565931198	0.805	0.43200000000000005	False	0.001	False	5.9834925501212096e-05	False	0.0	ENSG00000282381
awhole	8	13	0.218949556036499	0.0847802662825627	0.328997696421254	0.11800000000000001	0.077	True	0.0	False	0.000297192198787322	False	0.0	ENSG00000233723
awhole	3	6	0.49476798404077393	0.0943628447967307	0.364537037809654	0.39399999999999996	0.262	True	0.0	False	1.8974274665462e-05	False	0.0	ENSG00000256603
chr6	1	1	0.930480378558645	0.125550963789089	-0.0695196214413549	0.9179999999999999	0.457	False	0.0	False	1.79736096939109e-06	False	0.0	ENSG00000233885
awhole	12001	24	0.0	0.00905225922579334	-0.0267713821855859	0.0	0.0	False	0.305	False	0.0597813747393017	False	2.5421145923424198	ENSG00000261553
awhole	266	1489	0.000687727242757341	0.0399951749797951	0.15887793543698098	0.0	0.0	True	0.262	False	0.247333169065904	False	0.0	ENSG00000230630
awhole	2539	2753	0.0115339966236155	0.00833033942705555	0.0323963900899664	0.0060000000000000105	0.0	True	0.40299999999999997	False	0.354802643182182	False	0.9969838537881399	ENSG00000260032
awhole	6	2	0.7466957847949169	0.0359502625116792	0.0208588599861734	0.9059999999999999	0.485	True	0.0	False	7.07387566201145e-06	False	0.0	ENSG00000268713
chr12	1	52	0.134379663773331	0.2183380595877	-0.8656203362266691	0.138	0.127	False	0.001	False	0.000701375226224377	False	0.0	ENSG00000257167
awhole	2	376	0.821610501193621	0.0772813122997913	-0.0611678873568426	0.79	0.41100000000000003	True	0.003	False	0.00481264895518918	False	0.0	ENSG00000281189
awhole	14	122	0.165502267961891	0.0615273030144384	0.21871529377432197	0.126	0.239	True	0.002	False	0.00340632698533905	False	0.0	ENSG00000226383
awhole	3	118	0.56156075889866	0.0825845969654915	0.31827244496031204	0.516	0.11	True	0.0	False	0.0029873661711461398	False	0.0	ENSG00000228427
awhole	839	253	0.0406926818228572	0.0138696691515148	0.0544580409138489	0.003	0.0	True	0.086	False	0.0111452039064366	False	6.354833375225169	ENSG00000276107
awhole	29	41	0.0659495114325328	0.0517845987622816	0.121133083473771	0.071	0.171	True	0.001	False	0.00109507098511386	False	0.0	ENSG00000260566
awhole	3	322	0.20031549950038802	0.14740796150561403	-0.582343693432428	0.086	0.24600000000000002	False	0.003	False	0.0063505808145125605	False	0.0	ENSG00000260000
awhole	3	98	0.0844868944063349	0.163433541377108	-0.6489393683421341	0.053	0.371	True	0.0	False	0.00128686615492302	False	0.0	ENSG00000238121
awhole	14	929	0.800564257512069	0.0232132878039993	0.0557190594658188	0.899	0.3	True	0.0	False	0.00450573341907967	False	0.0	ENSG00000266903
awhole	9	2	0.307192076572747	0.0521615137690273	-0.13641563603758902	0.423	0.23	False	0.0	False	4.5701396476083296e-05	False	0.0	ENSG00000215483
awhole	33	45	0.277110881744722	0.024644583653434998	-0.0815073441935246	0.505	0.484	True	0.003	False	0.00324348793708085	False	0.0	ENSG00000261051
awhole	4	849	0.925850268408577	0.05279061846176099	-0.12830242916131698	0.809	0.081	True	0.0070000000000000106	False	0.00468267568049618	False	0.0	ENSG00000241388
chr19	1	1	0.6093965677485079	0.144178031880242	0.39060343225149197	0.6	0.311	True	0.0	False	2.5760174211519903e-06	False	0.0	ENSG00000226648
chr3	1	1	0.60184105282963	0.14485321882289498	0.39815894717037	0.617	0.31	True	0.0	False	7.27197324668083e-06	False	0.0	ENSG00000259488
awhole	4	5	0.560066011798821	0.0682448272356927	0.0949296083723636	0.563	0.306	True	0.0	False	1.87743009096852e-05	False	0.0	ENSG00000259891
awhole	157	302	0.0118234425871397	0.0359566659312495	0.14183109396193802	0.001	0.0	True	0.00700000000000001	False	0.00728920661573562	False	0.0	ENSG00000231028
awhole	3	2	0.688414678478314	0.0741328316730953	-0.28473769096497	0.615	0.20199999999999999	False	0.0	False	2.00219322790129e-05	False	0.0	ENSG00000272356
awhole	113	43	0.0104507423732351	0.0390519991004462	0.14845788232881302	0.003	0.037	True	0.001	False	0.0010946431090797	False	0.0	ENSG00000223725
awhole	6999	22	1.79830816904314e-09	0.0118546692831858	0.0472262037304081	0.0	0.0	True	0.04	False	0.0288873216297296	False	3.8158534557154	ENSG00000258399
chr17	1	15	0.14601449734421804	0.215623512066125	-0.853985502655782	0.16	0.033	False	0.001	False	0.00043678978795425	False	0.0	ENSG00000275759
awhole	3	43	0.9781896763057422	0.0457242113945282	-0.0944803137911265	0.98	0.163	False	0.002	False	0.0006908201754612929	False	0.0	ENSG00000237927
chr8	1	132	0.45952170504797496	0.16140502973013096	0.540478294952025	0.47200000000000003	0.19699999999999998	True	0.002	False	0.00127219054201388	False	0.0	ENSG00000255983
chr12	1	483	0.313431183957416	0.183844565116585	0.686568816042584	0.308	0.153	True	0.0060000000000000105	False	0.0056823053398436	False	0.0	ENSG00000247774
awhole	37	6	0.28098582507816305	0.0252213871091013	0.067786122681871	0.434	0.29100000000000004	True	0.0	False	0.000159425795465351	False	0.0	ENSG00000280128
awhole	10	415	0.946552876042201	0.0241935969372348	0.00426301219133896	0.97	0.015	True	0.00600000000000001	False	0.00360814600353665	False	0.0	ENSG00000259518
awhole	37	214	0.413435121842831	0.0312496329206811	0.0992739526821502	0.258	0.326	True	0.01	False	0.00670398608563594	False	0.0	ENSG00000276170
awhole	13	25	0.0518186935623073	0.0522151870931632	0.17733083542783104	0.256	0.261	True	0.003	False	0.000590461787358332	False	0.0	ENSG00000255874
awhole	71	394	0.0358624076180619	0.0433849662686769	0.17189451104991196	0.008000000000000009	0.026000000000000002	True	0.012	False	0.00969544387754107	False	0.0	ENSG00000228549
awhole	95	14	0.9923022242025	0.00668114951517486	-0.011996240282657	0.985	0.314	False	0.0	False	0.00103821627417622	False	0.0	ENSG00000273018
awhole	61	6	0.0368869244431415	0.0273776306760016	0.0271827293052906	0.155	0.365	True	0.001	False	0.00029045242271330497	False	0.0	ENSG00000234546
awhole	97	38	0.00593466326048708	0.0295861040616973	0.114661529878869	0.034	0.279	True	0.003	False	0.0050224206075233395	False	0.0	ENSG00000226237
chr15	1	1770	0.22765227224910603	0.19944976745709803	-0.772347727750894	0.23	0.201	False	0.01	False	0.00772506927044447	False	0.0	ENSG00000259690
chr12	56	1	5.446034421530129e-05	0.0839450243373244	0.336369817704622	0.0	0.0	True	0.001	False	0.0044094870049002895	False	0.0	ENSG00000236333
awhole	7	19526	0.25985788171995	0.0706061889146619	0.281622399103805	0.261	0.196	True	0.003	False	0.00519260791509013	False	8.84289076502418	ENSG00000259134
awhole	6	99	0.312764638232057	0.0623560551615861	0.220147775044862	0.447	0.256	True	0.0	False	0.00247903532145122	False	0.0	ENSG00000261218
chr17	2	1	0.11960436237996401	0.18264459275354103	-0.728547361910871	0.07200000000000001	0.035	False	0.0	False	9.68079296737034e-06	False	0.0	ENSG00000233937
chr1	1	2	0.30777435762838895	0.18502048692138298	0.692225642371611	0.307	0.251	True	0.0	False	7.603740384665159e-06	False	0.0	ENSG00000271991
