chr.names	query.population	reference.population	relative.distances.ks.p.value	relative.distances.ecdf.deviation.area	relative.distances.ecdf.area.correlation	relative.distances.ecdf.deviation.area.p.value	scaled.absolute.min.distance.sum.p.value	scaled.absolute.min.distance.sum.lower.tail	jaccard.measure.p.value	jaccard.measure.lower.tail	projection.test.p.value	projection.test.lower.tail	projection.test.obs.to.exp	lnc
chr5	1	53	0.0038304444953856103	0.25	-0.996169555504614	0.0	0.001	False	0.0	False	0.00034821860883882405	False	0.0	ENSG00000267504
awhole	84	732	0.40377152413979406	0.0131730341785684	0.0415403790238003	0.64	0.009000000000000001	True	0.003	False	0.000850608902153605	False	23.773003064654002	ENSG00000261889
awhole	8	111	0.6966420486564221	0.0316158981183513	0.0965713985734122	0.9079999999999999	0.005	True	0.002	False	0.0015945439480611302	False	0.0	ENSG00000279873
awhole	3	218	0.610313020419867	0.0718439464269433	0.0958773600408116	0.662	0.45299999999999996	False	0.003	False	0.00567970866208611	False	0.0	ENSG00000279039
awhole	34319	2775	0.0	0.0114164442880968	0.0455350118209088	0.0	0.0	True	0.004	False	6.32821184343157e-09	False	1.4647677514550501	ENSG00000255717
chr18	1	9	0.530243652814117	0.153229800579222	0.469756347185883	0.546	0.217	True	0.0	False	0.000116170441459507	False	0.0	ENSG00000254872
chr17	1	13	0.655545529603706	0.13976953942505801	-0.344454470396294	0.6679999999999999	0.39799999999999996	True	0.001	False	0.000564622205959875	False	0.0	ENSG00000280028
awhole	22	192	0.642261898298466	0.029090342833016	-0.0951282902652912	0.5379999999999999	0.225	False	0.013	False	0.009932531656936309	False	0.0	ENSG00000264672
awhole	12	14	0.720709164884571	0.0344604640858997	-0.067194623125316	0.669	0.325	True	0.001	False	0.000189790489784292	False	0.0	ENSG00000268912
awhole	12	62	0.883966179717223	0.0255292212277622	-0.0010329619685727199	0.898	0.293	True	0.002	False	0.000924963712564231	False	0.0	ENSG00000272145
awhole	4	198	0.7603006239996191	0.0644034516371066	0.10956509540102399	0.599	0.081	True	0.00800000000000001	False	0.007849776163421529	False	0.0	ENSG00000258365
chr15	3	1	0.246709068516208	0.125946382436333	0.44792521897814797	0.168	0.105	True	0.0	False	7.04161946871729e-05	False	0.0	ENSG00000260971
chr1	1	137	0.7080232781317991	0.13602910988616398	-0.29197672186820095	0.6779999999999999	0.431	False	0.002	False	0.00073874776365479	False	0.0	ENSG00000241832
chr1	42	1	9.74347574733692e-07	0.123067177718643	0.49184669374634205	0.0	0.0	True	0.001	False	0.00044056066954800704	False	0.0	ENSG00000224259
chr19	1	251	0.6438929932015739	0.14104708859339402	-0.35610700679842605	0.645	0.19	True	0.013000000000000001	False	0.0098842470836753	False	0.0	ENSG00000279932
chr22	1	1	0.45551062263427505	0.162618849290591	0.544489377365725	0.444	0.24	True	0.0	False	5.78136279117958e-05	False	0.0	ENSG00000273619
awhole	5	3	0.6560819179937011	0.05299026604801999	-0.19927824694089302	0.688	0.192	False	0.002	False	0.00024292277203175096	False	0.0	ENSG00000236255
chr12	1	1	0.7105126576746491	0.135037536471837	0.289487342325351	0.6940000000000001	0.35600000000000004	True	0.0	False	7.58580120785446e-06	False	0.0	ENSG00000233251
awhole	96	19	0.135549673293895	0.0226796157166632	0.0815279752696241	0.155	0.1	True	0.00700000000000001	False	0.00262371541361617	False	0.0	ENSG00000279041
chr9	1	1	0.0241981635758539	0.244618997082689	0.975801836424146	0.016	0.012	True	0.0	False	2.35558124672686e-06	False	0.0	ENSG00000280388
awhole	4	2	0.169648034140479	0.100202709848534	-0.258684286611286	0.21600000000000003	0.187	False	0.001	False	7.763447579911541e-05	False	0.0	ENSG00000258738
chr13	2	1	0.18220549409028	0.144664754011393	0.401436687495772	0.22	0.168	True	0.0	False	3.7773980715583e-06	False	0.0	ENSG00000226953
chr12	3	1	0.46435989874929295	0.0773199577383168	0.13217558300064902	0.604	0.364	True	0.0	False	8.77856349921213e-05	False	0.0	ENSG00000259065
awhole	35	2	0.0115317442208925	0.0560919094230892	-0.223107524466655	0.023	0.0070000000000000106	False	0.0	False	0.000246703316439723	False	0.0	ENSG00000262879
awhole	11	2	0.0292688513903777	0.0834933898834927	-0.284182252946112	0.0600000000000001	0.045	False	0.0	False	0.000127561549539745	False	0.0	ENSG00000234129
chr16	1	1	0.93534914769581	0.125550963789089	0.0646508523041902	0.924	0.491	False	0.0	False	3.50128176468401e-05	False	0.0	ENSG00000277969
awhole	3	258	0.458982986274977	0.0818679338657564	-0.156885432051955	0.52	0.32799999999999996	False	0.0060000000000000105	False	0.00675721941951268	False	0.0	ENSG00000175746
awhole	3	23	0.4624758263045561	0.0851433284238712	0.147711331390977	0.496	0.214	True	0.004	False	0.00222227374152606	False	0.0	ENSG00000257702
chr1	6	1	0.265216046752961	0.106044788004117	-0.41899827619898294	0.09699999999999999	0.047	False	0.0	False	4.87304306828751e-05	False	0.0	ENSG00000273046
awhole	83	39	0.123902261954261	0.0292402377751772	0.10867034110237599	0.0570000000000001	0.025	True	0.00600000000000001	False	0.00781375630456549	False	0.0	ENSG00000186615
chr7	1	1	0.40709893559719895	0.16906620754143	-0.592901064402801	0.396	0.223	False	0.0	False	1.8513175730205898e-06	False	0.0	ENSG00000273151
awhole	2	265	0.9225819813701801	0.0676594123462133	0.0908662348116009	0.946	0.31	True	0.004	False	0.00433269567759575	False	0.0	ENSG00000238009
awhole	27	2	0.597139144897479	0.0303730952232311	0.113358118895858	0.389	0.14	True	0.0	False	0.000810397603246304	False	0.0	ENSG00000245573
awhole	364	19	0.18031928519708998	0.0096326707817131	-0.0379242899637307	0.311	0.0669999999999999	False	0.00700000000000001	False	0.00729293612857163	False	0.0	ENSG00000247092
chr14	1	1	0.58129425212977	0.14649338484825597	-0.41870574787023	0.5870000000000001	0.297	False	0.0	False	2.92403894264215e-06	False	0.0	ENSG00000259319
awhole	285	4	0.133735185847821	0.019569737274770002	-0.0756272166617695	0.023	0.019	False	0.008000000000000009	False	0.00894862104410521	False	0.0	ENSG00000257621
awhole	64	3	0.349770353396064	0.0215534033974454	0.0381653228917602	0.35	0.295	True	0.0	False	0.00025327280700404597	False	0.0	ENSG00000233184
awhole	746	5282	0.0383466584747516	0.0133491654207285	0.0530434245647691	0.011000000000000001	0.0	True	0.039	False	0.00160861727638684	False	2.36379190642549	ENSG00000227398
awhole	13	1695	0.454276728373819	0.0504858991050884	0.19693991793354199	0.294	0.17800000000000002	True	0.0	False	0.000989920004395906	False	21.308710152939998	ENSG00000269834
awhole	2	11	0.776209686267292	0.0782232861511629	-0.22255352028308897	0.769	0.295	True	0.0	False	0.00012190071972328899	False	0.0	ENSG00000280432
awhole	5	24	0.6448974514199479	0.0686286227369059	0.265242400505273	0.431	0.24	True	0.0	False	0.000266173840687944	False	0.0	ENSG00000277662
awhole	4624	7	0.000235298663345263	0.006949239855554529	0.008954794009798041	0.0	0.166	True	0.048	False	0.0328955071594188	False	0.0	ENSG00000177410
awhole	235	7	0.15486221224744298	0.0110195940158731	-0.0422790485699771	0.342	0.132	False	0.014	False	0.0072481213162725	False	0.0	ENSG00000244879
awhole	2	246	0.341237822453921	0.115507525272843	0.323515430176627	0.431	0.18	True	0.00900000000000001	False	0.00653165655862131	False	0.0	ENSG00000261616
chr16	10	1	0.660328594024501	0.0429459049058221	-0.13895656822139002	0.5670000000000001	0.239	False	0.0	False	6.09912520590505e-05	False	0.0	ENSG00000234912
chr7	1	7	0.951242034277782	0.125232034900834	0.0487579657222184	0.941	0.308	False	0.0	False	3.34868832863044e-05	False	0.0	ENSG00000239467
awhole	2564	3676	7.03470615093238e-10	0.0182110615890425	0.0725600984834556	0.0	0.0	True	0.011000000000000001	False	0.117753117567963	False	1.27656124368558	ENSG00000235437
awhole	5	4	0.9375075997309059	0.0399310627521551	-0.0103983835696471	0.915	0.47200000000000003	False	0.0	False	2.97613487659776e-05	False	0.0	ENSG00000230185
chr6	1	1	0.9479929622369949	0.125232034900834	0.0520070377630049	0.9440000000000001	0.47600000000000003	True	0.0	False	1.57664270055147e-05	False	0.0	ENSG00000265337
chr4	7	1	0.0015536815504602099	0.138701275563375	0.5504403495455811	0.00900000000000001	0.005	True	0.0	False	0.00011742464118358301	False	0.0	ENSG00000248221
chrX	1	1	0.6830637314660359	0.137204812769251	0.31693626853396395	0.6729999999999999	0.342	True	0.0	False	1.7662036609023e-05	False	0.0	ENSG00000261490
chr5	1	3	0.424309468296377	0.16652931205841298	-0.5756905317036229	0.433	0.163	False	0.0	False	3.97712308125575e-05	False	0.0	ENSG00000250957
awhole	50	285	0.570695277746152	0.0183844063934274	0.0674138040315431	0.568	0.079	True	0.014	False	0.00658069282464846	False	0.0	ENSG00000261114
awhole	5	2	0.8832459995107819	0.0522241283549954	-0.10884344229955399	0.7190000000000001	0.36200000000000004	False	0.0	False	3.5226928326359494e-05	False	0.0	ENSG00000247317
chr7	1	2	0.7612599630872071	0.132057450144806	0.238740036912793	0.746	0.483	True	0.0	False	3.6417613139105894e-05	False	0.0	ENSG00000280650
awhole	134	234	0.0030192666161348303	0.0397797441128702	0.157615604724974	0.001	0.32799999999999996	True	0.037	False	0.0302208670304377	False	0.0	ENSG00000240291
awhole	1652	2	0.0	0.0458722559249303	-0.167180739312487	0.0	0.0	False	0.01	False	0.0288247412285194	False	0.0	ENSG00000231721
chr3	1	1	0.390006646593634	0.171253440831112	-0.609993353406366	0.406	0.191	False	0.0	False	3.37879478173875e-06	False	0.0	ENSG00000228630
chr3	1	1	0.137841614496268	0.2183380595877	-0.8621583855037321	0.126	0.0659999999999999	False	0.0	False	2.28648590158143e-05	False	0.0	ENSG00000185332
awhole	15	188	0.770734948976435	0.0325249300719792	0.0754151201416666	0.597	0.496	True	0.012	False	0.008351766487344479	False	0.0	ENSG00000232533
awhole	11	4	0.0327309395253447	0.0942359397437591	0.375410363556197	0.033	0.017	True	0.0	False	1.57039910797518e-05	False	0.0	ENSG00000266962
chr17	1	229	0.597122977847386	0.14562953507594	-0.402877022152614	0.555	0.419	False	0.00900000000000001	False	0.0136165006560796	False	0.0	ENSG00000242258
awhole	5	8	0.16755914040595302	0.082772859104306	-0.14647398907926598	0.24600000000000002	0.18100000000000002	True	0.002	False	0.000594317843245262	False	0.0	ENSG00000247151
chr12	4	1	0.7812655365920541	0.0582941054504097	-0.0353589651028308	0.725	0.442	False	0.002	False	0.000637175050081651	False	0.0	ENSG00000213057
chr12	1	1	0.598473960394269	0.14485321882289498	0.401526039605731	0.596	0.313	True	0.0	False	1.61545301688992e-05	False	0.0	ENSG00000269997
chr14	1	6	0.8020935508496528	0.13014534448074802	-0.197906449150347	0.7879999999999999	0.406	True	0.001	False	0.000266638720452517	False	0.0	ENSG00000260918
awhole	20	12	0.106374331425604	0.062329053882610994	0.239726172057357	0.053	0.028999999999999998	True	0.0	False	3.7761058613528005e-05	False	0.0	ENSG00000253636
awhole	64	11849	0.0669343157223009	0.0328930648913244	0.127308591972878	0.075	0.0	True	0.00600000000000001	False	0.0886828473187524	False	1.9001843274390302	ENSG00000229563
awhole	115	61	0.557015119872466	0.0172119332947128	-0.0050483247226194	0.255	0.17	True	0.003	False	0.0049488038814911	False	0.0	ENSG00000269793
awhole	3	11	0.564642011869173	0.0738722037452926	0.214310268169515	0.609	0.447	True	0.0	False	0.000101544351990501	False	0.0	ENSG00000279852
chr9	1	11	0.924345798061883	0.125550963789089	-0.0756542019381172	0.9179999999999999	0.266	False	0.0	False	0.000258954971525394	False	0.0	ENSG00000272501
awhole	25	11	0.304533620276303	0.0264517162673063	-0.100814675375956	0.573	0.299	False	0.0	False	0.0011321811870425	False	0.0	ENSG00000265148
awhole	6	16	0.0148997434052212	0.153813682511011	-0.615269241083344	0.01	0.0	False	0.0	False	0.0008906169368330109	False	0.0	ENSG00000242516
chr10	1	1	0.801275902012522	0.13014534448074802	0.198724097987478	0.7809999999999999	0.39	True	0.0	False	1.5471150109913602e-06	False	0.0	ENSG00000280205
chr7	1	71	0.8993427801454659	0.126098908733823	-0.10065721985453399	0.878	0.152	False	0.0	False	0.00029997620335220403	False	0.0	ENSG00000238160
awhole	2	3	0.42530492741427295	0.108661176364375	0.18710084086329395	0.45	0.413	True	0.0	False	2.07898189129585e-05	False	0.0	ENSG00000235078
awhole	3	7	0.9877343441886729	0.0451752494767726	0.008533565024854809	0.987	0.263	False	0.0	False	8.62312767366813e-05	False	0.0	ENSG00000279672
chr12	1	182	0.41626445287031105	0.16782522579325304	0.5837355471296889	0.408	0.191	True	0.002	False	0.00256438347481147	False	0.0	ENSG00000260296
chr1	1	1	0.21434057242355398	0.20175047203958604	0.7856594275764459	0.244	0.113	True	0.0	False	1.4420194389686e-06	False	0.0	ENSG00000279162
chr18	1	1	0.228003894577657	0.19944976745709803	0.771996105422343	0.214	0.105	True	0.0	False	2.65013430766903e-06	False	0.0	ENSG00000254670
chr5	1	2	0.175100922953243	0.20992698139491603	-0.824899077046757	0.165	0.0669999999999999	False	0.0	False	7.963059731674879e-05	False	0.0	ENSG00000224189
awhole	3	3	0.0632227735750743	0.157942702431212	-0.5939629192245661	0.07200000000000001	0.035	False	0.0	False	9.116566708566859e-05	False	0.0	ENSG00000227115
chr2	1	1	0.541769577997272	0.15064096177804	0.458230422002728	0.531	0.264	True	0.0	False	1.07765059231824e-06	False	0.0	ENSG00000269352
awhole	10	102	0.5027269065864051	0.0475506581678528	0.18190072499731696	0.43	0.10800000000000001	True	0.004	False	0.00307210436730598	False	0.0	ENSG00000250155
chr12	3	1	0.18395111585893198	0.123281085729726	-0.49143194508244104	0.175	0.076	False	0.0	False	0.000702613717225575	False	0.0	ENSG00000277595
awhole	3	2	0.6883028253589379	0.0774352219637451	-0.288047091347226	0.606	0.221	False	0.0	False	5.09053940567217e-06	False	0.0	ENSG00000249898
awhole	52	32	0.931781494708723	0.0111688050400468	-0.0344503504459737	0.938	0.341	False	0.00600000000000001	False	0.00515988542145229	False	0.0	ENSG00000258727
chr16	2	1	0.0629098419500629	0.18162017017724302	0.690031248635339	0.086	0.040999999999999995	True	0.0	False	0.00011252933622651899	False	0.0	ENSG00000267586
awhole	14	739	0.334467970087954	0.0558569798472116	0.0603910787823405	0.203	0.017	True	0.01	False	0.005841227448337039	False	0.0	ENSG00000238005
awhole	26	27	0.394566807541729	0.0354906491153415	-0.13364221625112302	0.306	0.177	False	0.003	False	0.00139036493903721	False	0.0	ENSG00000274925
awhole	32	91	0.21562405181893	0.0289606842969265	-0.0956965458581791	0.35200000000000004	0.16	False	0.00600000000000001	False	0.00549733470997193	False	0.0	ENSG00000279407
awhole	12	10077	0.957616108405986	0.0231107676664344	-0.0402386625370297	0.945	0.004	True	0.013	False	0.00102176354155303	False	9.60582549708275	ENSG00000272686
chr2	1	201	0.414332862737021	0.16782522579325304	-0.585667137262979	0.43200000000000005	0.021	False	0.001	False	0.00599841790157818	False	0.0	ENSG00000260423
awhole	2	20	0.908068730245768	0.0720001667057251	-0.0222499436661263	0.877	0.337	False	0.0	False	0.00026302894610830097	False	0.0	ENSG00000229807
awhole	2	68	0.8743070619060691	0.0755494072371729	0.0230866362563731	0.79	0.41600000000000004	True	0.003	False	0.0010048747846864699	False	0.0	ENSG00000269399
awhole	11	3	0.261922668490833	0.0553892670056744	-0.216570864968105	0.308	0.099	False	0.001	False	0.000572987185781804	False	0.0	ENSG00000248508
chr6	16	3	0.0175351068271984	0.0715477079311714	-0.269714206521205	0.055	0.00900000000000001	False	0.001	False	0.000194448534685421	False	0.0	ENSG00000237356
awhole	362	25	0.0006564200475526191	0.0227020078218041	0.0919397802499708	0.003	0.0	True	0.012	False	5.0210236439252e-05	False	99.32058667596519	ENSG00000196696
awhole	4	7	0.8405988229407941	0.053660681388308	-0.18316925923689303	0.784	0.426	False	0.001	False	0.000222254133955935	False	0.0	ENSG00000248994
awhole	4	3	0.79625525374846	0.068973139187141	0.272573399784966	0.528	0.18600000000000003	True	0.0	False	3.40164752257177e-05	False	0.0	ENSG00000278970
awhole	47	235	0.990626555695004	0.00788789392223355	-0.00868132962632262	0.998	0.20600000000000002	False	0.013	False	0.00848863464730831	False	0.0	ENSG00000249464
awhole	753	506	0.0030119678523316	0.0155718965327787	0.0602995486726181	0.003	0.0	True	0.36200000000000004	False	0.343928320177526	False	0.0	ENSG00000249456
chr3	1	565	0.497690499864413	0.1566162510257	0.5023095001355871	0.48700000000000004	0.34700000000000003	True	0.00900000000000001	False	0.0105768228525985	False	0.0	ENSG00000282381
awhole	53	2	0.0120176239377239	0.0391629181665797	-0.13205469480101098	0.0570000000000001	0.046	False	0.001	False	0.0009098031893588491	False	0.0	ENSG00000213742
awhole	2	8	0.9261435235530681	0.0670292261820127	0.11146674003714699	0.917	0.293	False	0.0	False	2.6311488928287802e-05	False	0.0	ENSG00000232233
chr2	1	409	0.487935913402813	0.157646967902195	-0.512064086597187	0.486	0.319	False	0.013999999999999999	False	0.00744789923763811	False	0.0	ENSG00000183242
chr16	3	1	0.23837683358345899	0.0991723467964988	0.346260284046603	0.353	0.179	True	0.0	False	7.87039141258994e-06	False	0.0	ENSG00000245888
awhole	10	951	0.00794900891083028	0.12258204471074599	0.48695877195655396	0.01	0.066	True	0.021	False	0.0195541268208247	False	0.0	ENSG00000280721
awhole	266	45587	0.960033076071198	0.00524727568362505	0.0186608208565306	0.9079999999999999	0.0	True	0.031	False	0.00510997050823414	False	1.9063547696629501	ENSG00000230630
awhole	2539	16030	0.0757524471703668	0.0073660288123997405	0.0287740569323285	0.008000000000000009	0.0	True	0.0	False	3.20211634985412e-11	False	2.00081766117788	ENSG00000260032
chr2	23	1	0.167456048438905	0.05080782444073	0.176663723906226	0.122	0.071	True	0.0	False	7.919812517531709e-05	False	0.0	ENSG00000257298
chr11	1	1	0.332842300253833	0.18022292461200604	-0.667157699746167	0.319	0.157	False	0.0	False	2.90924441059826e-06	False	0.0	ENSG00000276649
chr2	1	1	0.823204107984239	0.12863722128301802	-0.176795892015761	0.826	0.408	False	0.001	False	4.8172220158626504e-05	False	0.0	ENSG00000258754
chr12	1	113	0.31413365560923995	0.183844565116585	-0.6858663443907601	0.319	0.139	False	0.003	False	0.00423683129483499	False	0.0	ENSG00000257167
awhole	10	780	0.23776384561983102	0.0593449507420249	0.21455869675933897	0.252	0.079	True	0.029	False	0.000609959627559498	False	26.8935889982508	ENSG00000206344
awhole	839	22889	0.371138940340449	0.00531162657744841	-0.0109452519727282	0.41200000000000003	0.0	True	0.01	False	0.00171734329891815	False	1.71488522526997	ENSG00000276107
awhole	2	2	0.32465837338882303	0.14833333864332598	-0.5928858168294189	0.19699999999999998	0.08800000000000001	False	0.0	False	1.02173255388527e-05	False	0.0	ENSG00000260566
chr5	1	1	0.0309225285673804	0.242875554232459	0.96907747143262	0.036000000000000004	0.012	True	0.0	False	5.258395697183e-05	False	0.0	ENSG00000258303
awhole	8	2	0.10881538306529699	0.0850071626897315	0.334627315976328	0.124	0.063	True	0.0	False	4.72761222310991e-05	False	0.0	ENSG00000221817
chr20	1	1	0.15360012334397902	0.213987875657802	0.846399876656021	0.14400000000000002	0.085	True	0.0	False	7.04485791547249e-06	False	0.0	ENSG00000266378
chr5	1	1	0.0625384536710798	0.23486328125	0.93746154632892	0.0610000000000001	0.027999999999999997	True	0.0	False	2.1593244430295797e-06	False	0.0	ENSG00000260000
awhole	18	16	0.592447962575458	0.0260582718783981	0.0730432992955476	0.741	0.444	True	0.0	False	0.00014385496438473798	False	0.0	ENSG00000234772
awhole	11	178	0.46649707415291997	0.0468664673408992	0.15050844750592599	0.37799999999999995	0.061	True	0.004	False	0.00379642810748104	False	0.0	ENSG00000259488
awhole	3	6	0.912243701943489	0.0518157724015085	0.0288152897997209	0.9259999999999999	0.348	False	0.0	False	7.292264884772859e-05	False	0.0	ENSG00000267265
chr9	6	1	0.661993483330476	0.0501619857162532	0.0788314653176634	0.6679999999999999	0.35200000000000004	True	0.0	False	1.90323674847948e-05	False	0.0	ENSG00000231028
awhole	18	31	0.695642420149827	0.0222837943914991	-0.056057494733659	0.831	0.47100000000000003	False	0.001	False	0.0016107637651834302	False	0.0	ENSG00000272356
chr4	1	1	0.9921907500716759	0.12500317424438	-0.007809249928324209	0.99	0.479	True	0.0	False	2.19226125985905e-06	False	0.0	ENSG00000273002
chr4	1	1	0.14265210146510598	0.217084793068829	0.857347898534894	0.139	0.061	True	0.0	False	3.0544455443815e-06	False	0.0	ENSG00000278576
chr3	4	1	0.980721020585289	0.0386002873577453	-0.0405825250983054	0.9790000000000001	0.45399999999999996	False	0.0	False	4.6999719919949e-05	False	0.0	ENSG00000271204
awhole	10160	84635	0.0143287040786048	0.0038644100019472	0.0154131478733062	0.0060000000000000105	0.0	True	0.0	False	0.0	False	1.78634139607637	ENSG00000258399
awhole	21	26	0.626084607268087	0.0272146903691506	0.10522565172452901	0.632	0.48100000000000004	False	0.0	False	0.000892566756755642	False	0.0	ENSG00000232977
chr17	1	22	0.5541572416174589	0.15064096177804	0.445842758382541	0.5429999999999999	0.433	True	0.0	False	0.000629793558031722	False	0.0	ENSG00000275759
awhole	3	683	0.9532666466860921	0.0486692199165606	0.0239226099636847	0.966	0.079	True	0.00800000000000001	False	0.0131272488108681	False	0.0	ENSG00000237927
awhole	47	8	0.0146617285052967	0.0431555727588944	-0.133168715764209	0.042	0.054000000000000006	False	0.0	False	0.000258007235046875	False	0.0	ENSG00000233621
chr8	1	12	0.211540261668009	0.202657569740786	0.788459738331991	0.196	0.19699999999999998	True	0.001	False	0.000256912983528368	False	0.0	ENSG00000255983
